seed,arm,acquisition_round,rank_within_batch,row_index,molecule_chembl_id,model_smiles,target_pKi,acquisition_score_rf_tree_std
11,random,1,1,1165,CHEMBL309879,Cc1nccn1-c1cccc(Oc2cc(C(=O)O)cc(Oc3cc(C(=N)N)ccc3O)n2)c1,8.09691047668457,
11,random,1,2,1163,CHEMBL232325,Cc1ccc(C(=O)N[C@@H]2CCC[C@@H]2NC(=O)c2ccc(-n3ccccc3=O)cc2)s1,8.101274490356445,
11,random,1,3,1436,CHEMBL49510,O=C(CN1CCN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CC1=O)NCCc1c[nH]cn1,7.677780628204346,
11,random,1,4,2392,CHEMBL419661,Cc1c(F)c(Oc2cccc(OC(C)C)c2)nc(Oc2cccc(C(=N)N)c2)c1F,6.207608222961426,
11,random,1,5,1623,CHEMBL328772,N=C(N)c1ccc2[nH]c(-c3cccc(Br)c3O)cc2c1,7.3665313720703125,
11,random,1,6,3434,CHEMBL180105,COc1cc(CNc2ccc(C(=N)N)cc2)c(NS(C)(=O)=O)cc1OCc1ccccc1,4.585026741027832,
11,random,1,7,967,CHEMBL21140,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2cc3ccccc3cc2F)n1,8.408935546875,
11,random,1,8,1073,CHEMBL7854,Nc1cc(C2=NOC(CNS(N)(=O)=O)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,8.259636878967285,
11,random,1,9,2996,CHEMBL3706845,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)C(=O)N2CCC(C(=O)NCCN)CC2)c1,5.397940158843994,
11,random,1,10,1746,CHEMBL3134463,CCOC(=O)C1CCCCN1c1ccc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)cc1,7.206209659576416,
11,random,1,11,2869,CHEMBL4452533,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N/O,5.576098918914795,
11,random,1,12,3653,CHEMBL322542,CCCCS(=O)(=O)Nc1ccc(C)n(CC(=O)NC2CCc3nc(N)sc3C2)c1=O,3.7471470832824707,
11,random,1,13,1134,CHEMBL191480,CC(C)N1CCC(NC(=O)c2cc3ccc(Cl)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.154901504516602,
11,random,1,14,3627,CHEMBL62897,Cc1cc(I)c(O)c(C(=O)Nc2ccc(C(=N)N)c(Cl)c2)c1,3.9393022060394287,
11,random,1,15,152,CHEMBL73193,CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)CC(=O)O)c2F)c1,9.95860767364502,
11,random,1,16,2535,CHEMBL148343,N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(O[C@H]4CCNC4)cc3)cc2C1,6.0,
11,random,1,17,3115,CHEMBL52065,NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3cccc(Cl)c3)=NO2)cc1,5.229147911071777,
11,random,1,18,1358,CHEMBL20672,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccc(Cl)cc3)CC2)c2ccccc2)c1,7.79587984085083,
11,random,1,19,2001,CHEMBL185984,Cn1cc(C(Cc2ccccc2)C(=O)Nc2ccc(-n3cnc4ccccc43)cc2F)c2cc(C(=N)N)ccc21,6.79587984085083,
11,random,1,20,1891,CHEMBL423759,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccccc2CCN)c(F)c1,6.958607196807861,
11,random,1,21,2848,CHEMBL162051,N=C(N)c1cccc(C(=O)NC(C(=O)NCC2CCC(CN)CC2)c2ccc(Cl)cc2)c1,5.602059841156006,
11,random,1,22,2969,CHEMBL211754,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=N)N)CC2)c(C(C)C)c1,5.431798458099365,
11,random,1,23,1761,CHEMBL328562,N=C(N)c1cccc(Cn2c(C(=O)NCc3cccc4ccccc34)cc3c(O)cccc32)c1,7.1674909591674805,
11,random,1,24,1521,CHEMBL443477,N=C(N)c1ccc(C(=O)N[C@@H](COc2cccc(C(=N)N)c2)CC(=O)O)cc1,7.552842140197754,
11,random,1,25,2136,CHEMBL3628837,Cc1ccc2c3c(nn2c1)CC[C@](NC(=O)c1c(Cl)cc(-n2cnc(C)n2)cc1Cl)(C(C)O)C3,6.588380336761475,
11,random,1,26,688,CHEMBL385140,COc1ccc(-n2nc(C#N)c3ncn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,8.769551277160645,
11,random,1,27,1212,CHEMBL254746,CN(c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1)S(C)(=O)=O,8.040958404541016,
11,random,1,28,597,CHEMBL282281,CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)c1ccccc1Sc1ccccc1C#N,8.95860767364502,
11,random,1,29,2303,CHEMBL64097,Cc1cc(I)c(O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,6.337242126464844,
11,random,1,30,10,CHEMBL173994,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCO2)c1Cl,11.154901504516602,
11,random,1,31,2544,CHEMBL348778,Nc1[nH]ccc2nc(CN3CCN(S(=O)(=O)c4cc5ccc(Cl)cc5s4)CC3=O)cc1-2,5.990549087524414,
11,random,1,32,2262,CHEMBL558432,C[N+](C)(C)c1ccc(CNC(=O)c2cc3ccccc3n2Cc2cccc(C(=N)N)c2)cc1,6.397940158843994,
11,random,1,33,2452,CHEMBL1949838,CCOC(=O)C(=O)N(Cc1cc(F)cc(F)c1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,6.102373123168945,
11,random,1,34,2249,CHEMBL103078,Cc1cc(C)cc(C(C)(C)CN(CC(=O)NC(CCC/N=C/N)B(O)O)C(=O)CCc2ccccc2)c1,6.406713962554932,
11,random,1,35,871,CHEMBL150739,N=C(N)c1ccc(/C=C2/CCCCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,8.552842140197754,
11,random,1,36,1941,CHEMBL330802,N=C(N)c1ccc(Oc2cccc(Oc3cccc(C(=N)N)c3)n2)cc1,6.886056423187256,
11,random,1,37,2735,CHEMBL94563,N=C(N)c1cccc(NC(=O)CC2CC(c3cccc(C(=N)N)c3)=NO2)c1,5.744727611541748,
11,random,1,38,3463,CHEMBL62836,CC(C)COc1cccc(-c2nc3cc(C(=N)N)c(F)cc3[nH]2)c1O,4.508638381958008,
11,random,1,39,3016,CHEMBL597574,N=C(N)c1cc2cc(-c3cccc(OCc4cccc(Cl)c4)c3)ccc2s1,5.3665313720703125,
11,random,1,40,194,CHEMBL425512,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12,9.795880317687988,
11,random,1,41,56,CHEMBL228983,C[C@H](NC(=O)[C@@H](CCc1cccc[n+]1[O-])NS(=O)(=O)Cc1ccccc1)C(=O)NCc1cc(Cl)ccc1CN,10.481486320495605,
11,random,1,42,2554,CHEMBL3628960,Cc1ccc2c(c1)c(C#N)c1n2C[C@@](NC(=O)c2c(Cl)cc(-n3cnnc3)cc2Cl)(c2ccccc2)CC1,5.96577262878418,
11,random,1,43,942,CHEMBL1184021,CCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,8.468708992004395,
11,random,1,44,260,CHEMBL425311,COCCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NCCO1,9.585026741027832,
11,random,1,45,1027,CHEMBL231751,CC(C)(CNC(=O)c1ccc2c(Cl)c[nH]c2c1)NC(=O)c1ccc(-n2ccccc2=O)cc1,8.318758964538574,
11,random,1,46,2010,CHEMBL151122,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(O)c2)n1,6.78515625,
11,random,1,47,3427,CHEMBL513767,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4O,4.600603103637695,
11,random,1,48,337,CHEMBL272779,CCN(C)Cc1nccn1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,9.397939682006836,
11,random,1,49,3298,CHEMBL460143,CCOC(=O)CN(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,4.922636032104492,
11,random,1,50,818,CHEMBL156505,N=C(N)c1cccc(-c2[nH]c(O)nc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.638272285461426,
11,random,2,1,2279,CHEMBL257241,CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc(C#N)cc3)C2=O)c(F)c1,6.376750946044922,
11,random,2,2,2707,CHEMBL3628949,Cc1ccc2c3c(nn2c1)CC[C@](NC(=O)c1c(Cl)cc(-n2cnc(C)n2)cc1Cl)(c1cccc(Cl)c1)C3,5.774174213409424,
11,random,2,3,1068,CHEMBL147132,COc1ccc(-n2nc(C)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)cc1,8.275724411010742,
11,random,2,4,3190,CHEMBL1952398,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2ccc(N(CC(=O)O)Cc3ccc(F)cc3)cc21,5.113509178161621,
11,random,2,5,1026,CHEMBL251350,CC(=O)N(C)Cc1nccn1-c1ccc2c(c1)CCN2C(=O)c1cc(C(N)=O)nn1-c1ccc2onc(N)c2c1,8.318758964538574,
11,random,2,6,612,CHEMBL281838,CN1CCN=C1c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3cc(Cl)ccc3c2)c(F)c1,8.920818328857422,
11,random,2,7,3157,CHEMBL327916,N=C(N)c1cccc(Cn2c(C(=O)NCc3ccccc3)cc3ccccc32)c1,5.161780834197998,
11,random,2,8,684,CHEMBL228340,CCOC(=O)CN[C@H](CCc1cccc[n+]1[O-])C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,8.769551277160645,
11,random,2,9,3608,CHEMBL62736,N=C(N)c1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2O)cc1,4.004364967346191,
11,random,2,10,1632,CHEMBL148357,N=C(N)N1CCC(Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)O)cc2)CC1,7.3565473556518555,
11,random,2,11,3066,CHEMBL2337671,N=C(N)c1ccc(OC[C@@H]2COc3cc(N(Cc4ccccc4)C(=O)C(=O)O)ccc3O2)cc1,5.28483247756958,
11,random,2,12,3144,CHEMBL1808948,CCOC(=O)CN(Cc1ccc(F)cc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,5.176525592803955,
11,random,2,13,2463,CHEMBL157374,CN1CC(C)(C)N=C1c1cccc(Oc2cc(C(=O)O)cc(Oc3cc(C(=N)N)ccc3O)n2)c1,6.091515064239502,
11,random,2,14,2411,CHEMBL50909,Cc1c(F)c(Nc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=N)N)c2)c1F,6.180456161499023,
11,random,2,15,2458,CHEMBL596764,COc1ccc(NC(=O)OCC(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)cc1,6.096909999847412,
11,random,2,16,1861,CHEMBL119913,COc1cccc(-c2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cccc(C(=N)N)c4)C3=O)cc2)c1,7.0,
11,random,2,17,2971,CHEMBL3114557,CN1CCN(C(=O)[C@H](O)C(C)(C)C)[C@H](C(=O)NCc2cc(Cl)ccc2CN)C1,5.431798458099365,
11,random,2,18,644,CHEMBL227145,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CNC(C)C)c1Cl,8.853872299194336,
11,random,2,19,2228,CHEMBL52427,Cc1cc(-c2ccccc2)c(O)c(-c2cc3cc(C(=N)N)ccc3[nH]2)c1,6.435800552368164,
11,random,2,20,455,CHEMBL279486,CN(C)C(=N)c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cc3ccccc3cc2F)c(F)c1,9.154901504516602,
11,random,2,21,2111,CHEMBL149960,N=C(N)c1ccc(/C=C2/CC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,6.638272285461426,
11,random,2,22,379,CHEMBL214444,Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN4CC[C@H](O)C4)cc3)cnc12,9.301030158996582,
11,random,2,23,106,CHEMBL26299,CCOC(=O)CCC(=O)N(C/C=C/c1cc(C(=N)N)ccc1O)c1ccc(OC2CCN(C(C)=N)CC2)c(C(F)(F)F)c1,10.154901504516602,
11,random,2,24,2088,CHEMBL91962,N=C(N)c1ccc2[nH]c(-c3cc(Br)cc(-c4ccccc4)c3O)cc2c1,6.677780628204346,
11,random,2,25,201,CHEMBL376790,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)CCCO)c1Cl,9.74472713470459,
11,random,2,26,1333,CHEMBL1684186,CN1CCCC1c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,7.823908805847168,
11,random,2,27,2984,CHEMBL3980787,CCOP(=O)(OCC)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,5.408935546875,
11,random,2,28,1186,CHEMBL395970,NCc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCc1ccc(O)cc1)NCC(=O)O,8.08092212677002,
11,random,2,29,1051,CHEMBL75544,N=C(N)c1cccc(Cn2c(C(=O)NCc3cc(Cl)cc(Cl)c3)cc3c(O)cccc32)c1,8.301030158996582,
11,random,2,30,290,CHEMBL173878,N=C(N)NCc1ccccc1-c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,9.522878646850586,
11,random,2,31,1805,CHEMBL382480,COc1cc2nc(Cc3nc4cc(C(=N)N)ccc4[nH]3)[nH]c2cc1OC,7.096909999847412,
11,random,2,32,3599,CHEMBL459525,NCCC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2cccc(CN)c2)C(=O)N2CCC(CCN)CC2)c1,4.036211967468262,
11,random,2,33,3120,CHEMBL3114847,COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c([C@H]2CCCN2C(=O)[C@H](Nc2ccc3c(N)nccc3c2)c2ccccc2)c1,5.221848964691162,
11,random,2,34,1317,CHEMBL1222287,CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2)C1,7.853871822357178,
11,random,2,35,2184,CHEMBL50972,N=C(N)c1cccc(Oc2cc(Oc3ccccc3C(=N)N)ccc2[N+](=O)[O-])c1,6.522878646850586,
11,random,2,36,506,CHEMBL210175,CN(C)Cc1ccccc1-c1ccc(N2CCCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)cc1,9.091514587402344,
11,random,2,37,3094,CHEMBL150308,N=C(N)c1ccc(/C=C2\CCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,5.251811981201172,
11,random,2,38,3467,CHEMBL142312,CNC(=O)[C@H]1CCCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)C1,4.480000019073486,
11,random,2,39,3444,CHEMBL210771,N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,4.568636417388916,
11,random,2,40,1749,CHEMBL337781,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(N)c2)n1,7.200659275054932,
11,random,2,41,997,CHEMBL400504,CN(c1ccncc1)c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,8.387216567993164,
11,random,2,42,3211,CHEMBL379957,CCC(C)(C)c1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCN=C(N)N)CC2)cc1,5.0809221267700195,
11,random,2,43,2456,CHEMBL359449,CN(C)Cc1ccccc1-n1nc(C(F)(F)F)cc1C(=O)Nc1ccc(-c2ccccc2S(C)(=O)=O)cc1F,6.096909999847412,
11,random,2,44,1717,CHEMBL25474,CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1C/C=C/c1cc(N)ccc1OC,7.236571788787842,
11,random,2,45,648,CHEMBL280696,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,8.853872299194336,
11,random,2,46,360,CHEMBL403075,N#Cc1ccc(NC(=O)c2ccc(N3CCCCC3=O)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,9.346787452697754,
11,random,2,47,1462,CHEMBL272736,CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc(Cl)cc3)C2=O)c(F)c1,7.638272285461426,
11,random,2,48,1114,CHEMBL279628,COC(=O)CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,8.20065975189209,
11,random,2,49,639,CHEMBL1689029,O=C1[C@@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1c1ccc2c(c1F)CCCNC2,8.886056900024414,
11,random,2,50,116,CHEMBL504703,COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(CN5CCOCC5)CC4)cc2)CC3)cc1,10.102373123168945,
11,random,3,1,3100,CHEMBL596765,N=C(N)c1cc2cc(-c3cccc(OCc4ccc(F)c(F)c4)c3)ccc2s1,5.2441253662109375,
11,random,3,2,1145,CHEMBL150063,O=C(Nc1ccc(Cl)cc1)c1ccccc1NC(=O)c1sc2ccccc2c1Cl,8.154901504516602,
11,random,3,3,1438,CHEMBL3134464,CCOC(=O)C1CCN(c2ccc(N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O)cc2)C(=O)C1,7.659555912017822,
11,random,3,4,173,CHEMBL517711,CCNC(=O)N(C)CC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,9.853872299194336,
11,random,3,5,771,CHEMBL308400,N=C(N)c1ccc(O)c(/C=C/CNC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.698969841003418,
11,random,3,6,834,CHEMBL393814,CC(C)(CNC(=O)c1ccc(Cl)s1)NC(=O)c1ccc(-n2ccccc2=O)cc1,8.602060317993164,
11,random,3,7,2715,CHEMBL295487,NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3ccc4c(c3Cl)OCO4)=NO2)cc1,5.7695512771606445,
11,random,3,8,50,CHEMBL446752,COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,10.568635940551758,
11,random,3,9,294,CHEMBL514567,CNC1(c2ccc(N3CCc4c(C#N)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,9.508638381958008,
11,random,3,10,1751,CHEMBL84275,Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2N)c1F,7.193819999694824,
11,random,3,11,3345,CHEMBL211401,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc(NC(=O)CCN)cc2)C(=O)N2CCC(CCN)CC2)c1,4.823908805847168,
11,random,3,12,517,CHEMBL228285,COC(=O)C(=O)NC(CCc1cccc[n+]1[O-])C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,9.060481071472168,
11,random,3,13,2122,CHEMBL328391,N=C(N)c1cccc(Cn2c(C(=O)NCc3cccc(C(N)=O)c3)cc3ccccc32)c1,6.619788646697998,
11,random,3,14,2601,CHEMBL3781626,COC1CN(CC2CCN(Cc3ccccc3)CC2)C(=O)N(c2cccc(C(=N)N)c2)C1,5.910094738006592,
11,random,3,15,300,CHEMBL227146,CCN(CC)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,9.494850158691406,
11,random,3,16,2689,CHEMBL1952405,CCOC(=O)C(=O)N(Cc1cccc(F)c1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,5.79587984085083,
11,random,3,17,1796,CHEMBL316334,N=C(N)c1ccc2[nH]c(-c3cc([N+](=O)[O-])cc(Br)c3O)cc2c1,7.107905387878418,
11,random,3,18,2423,CHEMBL488110,O=C1OC[C@@H](O)[C@H]([C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)O[C@H]2[C@H]4O)OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,6.161150932312012,
11,random,3,19,1992,CHEMBL83675,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(N(C)C)c2)c1F,6.79587984085083,
11,random,3,20,949,CHEMBL79303,CN(C)C(=O)c1cccc(Oc2cc(C(=O)O)cc(Oc3cc(C(=N)N)ccc3O)n2)c1,8.458786964416504,
11,random,3,21,891,CHEMBL3904655,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Br)cc2)CC1,8.522878646850586,
11,random,3,22,3585,CHEMBL145655,COC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C)cc(C)cc2C)CC1,4.079999923706055,
11,random,3,23,1579,CHEMBL431419,Cc1ccc(C(=O)NCC2CCN(c3ccncc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,7.431798458099365,
11,random,3,24,398,CHEMBL148718,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)c(CN)c1,9.267605781555176,
11,random,3,25,1689,CHEMBL211755,C[C@@H](C(=O)N1CCOCC1)N1CC[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,7.275723934173584,
11,random,3,26,1962,CHEMBL325022,N=C(N)c1cccc(/C=C2/CCCC/C(=C\c3cccc(C(=N)N)c3)C2=O)c1,6.853871822357178,
11,random,3,27,2551,CHEMBL91977,COc1c(Br)cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,5.977571487426758,
11,random,3,28,1066,CHEMBL45000,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2ccccc2)cc1,8.275724411010742,
11,random,3,29,178,CHEMBL256152,O=C(Nc1ccc(Br)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(N2CCCCC2=O)cc1,9.853872299194336,
11,random,3,30,3559,CHEMBL293892,C[C@@H]1CCCC[C@@H]1Oc1cccc(-c2nc3cc(C(=N)N)c(F)cc3[nH]2)c1O,4.187086582183838,
11,random,3,31,1829,CHEMBL330234,N=C(N)c1ccc2[nH]c(-c3cc(Br)cc(Br)c3O)cc2c1,7.050610065460205,
11,random,3,32,3371,CHEMBL379186,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)C3CCNCC3)CC2)c(C(C)C)c1,4.7695512771606445,
11,random,3,33,2938,CHEMBL83648,Cc1c(F)c(Oc2cccc(N)c2)nc(Oc2cccc(C(=N)N)c2)c1F,5.481485843658447,
11,random,3,34,2125,CHEMBL3627868,COc1cc(-n2cnnc2)cc(Cl)c1C(=O)NC[C@@H](c1ccccc1)c1nc2cc(C)c(C)cc2[nH]1,6.610834121704102,
11,random,3,35,2583,CHEMBL80017,Cc1ccc(C(=N)N)cc1Oc1nc(Oc2cccc(N(C)C)c2)c(F)c(C)c1F,5.92081880569458,
11,random,3,36,918,CHEMBL361846,NCc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,8.522878646850586,
11,random,3,37,320,CHEMBL392460,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(C2CCN(c4ccccc4S(C)(=O)=O)CC2)CC3)cc1,9.455931663513184,
11,random,3,38,1294,CHEMBL79828,Cc1cn(-c2cccc(Oc3cc(C(=O)O)cc(Oc4cc(C(=N)N)ccc4O)n3)c2)cn1,7.886056423187256,
11,random,3,39,427,CHEMBL244046,CN(C)CCCN(C)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)c1Cl,9.221848487854004,
11,random,3,40,1583,CHEMBL1809251,CCC[C@H](NCc1ccc(C(=N)N)cc1)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1,7.431798458099365,
11,random,3,41,1763,CHEMBL46414,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,7.161150932312012,
11,random,3,42,1174,CHEMBL21052,Cc1cc(C(=O)Nc2ccc(C3=NCCN3C)cc2F)n(-c2cc3ccccc3cc2F)n1,8.09691047668457,
11,random,3,43,3150,CHEMBL1808947,CCOC(=O)CN(Cc1cccc(F)c1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,5.1674909591674805,
11,random,3,44,884,CHEMBL82925,Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,8.522878646850586,
11,random,3,45,3278,CHEMBL210019,CC(C)(C(=O)N1CCCCC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,4.97469425201416,
11,random,3,46,2503,CHEMBL316066,N=C(N)c1cccc(Cn2c(C(=O)NCCc3ccc(Cl)c(Cl)c3)cc3c(O)cccc32)c1,6.0371575355529785,
11,random,3,47,2688,CHEMBL1952410,CCOC(=O)C(=O)N(Cc1ccc(F)c(F)c1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,5.79587984085083,
11,random,3,48,1943,CHEMBL3127469,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1cccc(-c3ccc(C(=O)O)cc3C(=O)O)c1)N2,6.886056423187256,
11,random,3,49,3405,CHEMBL379194,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCN)CC2)c1,4.677780628204346,
11,random,3,50,146,CHEMBL159816,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2conc2-c2cccc(C(=N)N)c2)cc1,10.0,
11,random,4,1,686,CHEMBL270565,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(N3CCCCC3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,8.769551277160645,
11,random,4,2,2742,CHEMBL151480,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(C(N)=O)cc3)C2=O)cc1,5.732828140258789,
