split_type,epoch,train_loss_norm_mse,train_rmse,valid_rmse,train_mae,valid_mae,learning_rate
scaffold,25,0.23305580305758133,0.7931065947131327,1.1675091081571554,0.622741601030124,0.8984511574252848,0.001
scaffold,26,0.2306610246729869,0.732080450413826,1.1520410251404127,0.556015876126861,0.8676375507878052,0.001
scaffold,27,0.21740742031216898,0.7806241861526354,1.1615809351685813,0.608004480577308,0.8845189319190566,0.001
scaffold,28,0.21993032254549486,0.789442989248476,1.135442489227547,0.6163899847821311,0.8683461716889475,0.001
scaffold,29,0.21969178262507372,0.7356528642070104,1.1140298692228918,0.565055625621238,0.8581326175682812,0.001
scaffold,30,0.23627449232113978,0.779378327799267,1.0868419073268294,0.6111067708665239,0.8584532578499309,0.001
scaffold,31,0.21521052779242317,0.7179985999364298,1.0889654375483053,0.5576504176656866,0.836458694633594,0.0005
scaffold,32,0.18815809577035056,0.6772282387996263,1.086016233981619,0.5247887297369949,0.8251364170859437,0.0005
scaffold,33,0.17428841135894615,0.6685572883234597,1.0880037313543904,0.5132575227784631,0.8175418019725097,0.0005
scaffold,34,0.1817543543961651,0.7153869802145193,1.1081812564921936,0.553119054249987,0.8405810379379492,0.0005
scaffold,35,0.17636630238715936,0.7269685169351641,1.139881310407658,0.5706879637173139,0.8578237019721351,0.0005
scaffold,36,0.19834901923738701,0.7587661577807437,1.1093232506418034,0.5982452180158788,0.8524208705778157,0.0005
scaffold,37,0.17563992888542082,0.6447226315962735,1.072945337522572,0.4986441803826718,0.8134457079512117,0.0005
scaffold,38,0.17318133222715668,0.6508931176117034,1.0891427379390646,0.505062212984597,0.8293553246487779,0.0005
scaffold,39,0.1786592217120475,0.6340147105488156,1.0823621639514396,0.491995054073142,0.8185046201148188,0.0005
scaffold,40,0.17180835913754394,0.6265729474689917,1.1078109431503578,0.4766021292982227,0.828687234045366,0.0005
scaffold,41,0.1662176064714755,0.5991970563356307,1.0833500704952632,0.45269958399472454,0.8200784766717077,0.0005
scaffold,42,0.17238200894410724,0.6935549331608729,1.120009149327739,0.5459659995722936,0.8474119251815851,0.0005
scaffold,43,0.1629988588594413,0.6126544357676538,1.0606435610053468,0.47332899393448974,0.8056616468980424,0.0005
scaffold,44,0.171148303997028,0.782816805183807,1.152147516948084,0.6148376128328741,0.8746697523964011,0.0005
scaffold,45,0.17107013404968627,0.6353291464854781,1.0935877945469559,0.4939716003333886,0.8271776149419241,0.0005
scaffold,46,0.1597530579645322,0.6018839572363459,1.1287467534795634,0.46216411924325307,0.8336748599145387,0.0005
scaffold,47,0.15960274408560618,0.6378306704268301,1.0702058669641359,0.488836610031423,0.8122185563352564,0.0005
scaffold,48,0.16197765969483316,0.6176036882906442,1.0588655740589614,0.46964904834204463,0.7961945804878262,0.0005
scaffold,49,0.16132657205122714,0.6265761860508885,1.1077917107546238,0.4847947885523632,0.8346589967231888,0.0005
scaffold,50,0.15521567528066207,0.5761660491272598,1.0824081699239962,0.4358407999320447,0.8165408777415968,0.0005
scaffold,51,0.1615132018866137,0.627318762348047,1.084153735724414,0.4809001487811591,0.8197975993586791,0.0005
scaffold,52,0.1595391515766293,0.5928166229551063,1.0868463939697868,0.4543714025457608,0.8174365048804438,0.0005
scaffold,53,0.1516160494075297,0.6232836202290413,1.1018620627096172,0.4793977488497847,0.8325742207709632,0.0005
scaffold,54,0.16336587639575953,0.5385411095295259,1.0626323683411187,0.407445907961557,0.8012096804401935,0.0005
scaffold,55,0.14828104930890224,0.586820639691665,1.0616757507169208,0.4519846186744826,0.8054890688575993,0.0005
scaffold,56,0.15159912197652567,0.5516519397835596,1.0773034407319255,0.42205870077763064,0.8062359008548062,0.0005
scaffold,57,0.15098536412151672,0.6522902409570097,1.1029315178000434,0.5084620389658079,0.8273179389079125,0.00025
scaffold,58,0.1399875665508493,0.5213800535987442,1.0691658435200444,0.39233839290601197,0.802043275282271,0.00025
scaffold,59,0.13395478249702542,0.5509057950016215,1.0792294860130156,0.4193757754928459,0.8128290774589841,0.00025
scaffold,60,0.1341886292431397,0.5927345663734244,1.0963902322309405,0.4613067302607974,0.82281583870361,0.00025
scaffold,61,0.1381529179867717,0.5242158410082951,1.05903260096113,0.39881727553483415,0.7965903639363038,0.00025
scaffold,62,0.12888967580603522,0.5391189900642802,1.0633047279992585,0.4133247532590083,0.7954616714470654,0.00025
scaffold,63,0.12678703633464775,0.5800586346392024,1.1079985191071808,0.4552160421269676,0.8296783090928832,0.00025
scaffold,64,0.1288799848882892,0.5661834653739021,1.0930585562043302,0.4432950457766917,0.8251020370407656,0.00025
scaffold,65,0.12441417944818528,0.5391355458977951,1.0740857921532156,0.413202496342021,0.8150446152428857,0.00025
scaffold,66,0.13143975223138732,0.5260096844501115,1.0541705278859306,0.39597254378428687,0.794165330673383,0.00025
scaffold,67,0.1298238444102428,0.5014385101619094,1.0434108566466145,0.3787060385052769,0.7862832860395796,0.00025
scaffold,68,0.13277819854108658,0.5019325940990171,1.0406901908178248,0.3815726132145798,0.785233879777929,0.00025
scaffold,69,0.1311243019957738,0.5293991996504503,1.0606829884417341,0.4046276159647907,0.7999913985118109,0.00025
scaffold,70,0.1251267209268778,0.4981466494190468,1.0726906976797306,0.37927496672967376,0.8031453965803346,0.00025
scaffold,71,0.12313162988917549,0.5396352240287817,1.0606225002116934,0.416050138624712,0.7994755041728381,0.00025
scaffold,72,0.13360728839756625,0.5372508620155881,1.0497160486060493,0.4131400590706314,0.7864469784691877,0.00025
scaffold,73,0.1287811733868725,0.5896871506726385,1.0867915620377564,0.4654889659925846,0.8162522772158957,0.00025
scaffold,74,0.12058768450798955,0.49757655197823425,1.0599739342048302,0.38172955966604283,0.7896600845488401,0.00025
scaffold,75,0.1201432183304224,0.5166431833026048,1.0659631338576663,0.394936279741628,0.7930685888558949,0.00025
scaffold,76,0.1251068249898001,0.49424486552107094,1.053588178377912,0.37568476176132826,0.789274552238547,0.00025
scaffold,77,0.1290343880123255,0.5406031298146851,1.0503306786082294,0.41673462462812455,0.7959112935978583,0.000125
scaffold,78,0.11734985642578837,0.49264194078785895,1.0484107047118574,0.37375957700326656,0.7849779266743023,0.000125
scaffold,79,0.11743211005767555,0.4947519420374541,1.062485107011077,0.3766508365175287,0.79416486072196,0.000125
scaffold,80,0.11309356717803362,0.5191076749144061,1.0656470122108634,0.3971665933532302,0.8002706796253631,0.000125
scaffold,81,0.11270291822093084,0.5216271003582491,1.084949641339541,0.40287329757849744,0.8083309008326341,0.000125
scaffold,82,0.11109683344000915,0.47176127303855225,1.056660034479355,0.3550042452410221,0.7835827080351351,0.000125
scaffold,83,0.11518081151415743,0.46585065272531584,1.0654744078132563,0.34825850399722447,0.7892283558415162,0.000125
scaffold,84,0.11018655953348282,0.4560120899535847,1.058335335330167,0.3408085263614404,0.7898371396081972,0.000125
scaffold,85,0.11190307904423805,0.4818781892371124,1.0544589131648485,0.36603855957656706,0.7917258657703331,0.000125
scaffold,86,0.1107144368969463,0.4765057785226931,1.0710708569340806,0.3629947651843184,0.7966357766506044,6.25e-05
scaffold,87,0.10920058866157517,0.45699609588244605,1.0513087539661765,0.3426592422840859,0.7843189906557545,6.25e-05
scaffold,88,0.10998058777766365,0.48834183855894475,1.0528607860006396,0.37353147237870643,0.792564349914716,6.25e-05
scaffold,89,0.1083140731756759,0.45462556474682575,1.0581749614100795,0.34345629744444905,0.7905507333011834,6.25e-05
scaffold,90,0.1033044471553104,0.45150898820716245,1.046757788548322,0.3402553842866135,0.7801394587389399,6.25e-05
scaffold,91,0.10581921710584483,0.4523467789446668,1.054399563133609,0.33954425680480627,0.7842363364429681,6.25e-05
scaffold,92,0.10645291846524996,0.482046668017123,1.0628279511120753,0.3688351722622877,0.7921471135280623,6.25e-05
scaffold,93,0.10884952258206299,0.5023998161619757,1.0625839391693623,0.3920713656647484,0.7970420324415076,6.25e-05
random,1,0.9627506203275269,1.583268107065049,1.6107378717340426,1.3027662792965504,1.3134967312485732,0.001
random,2,0.6316258264712742,1.363757798315911,1.4140943577196643,1.1231009549902837,1.1765896830748135,0.001
random,3,0.5726744658432538,1.4916768133071265,1.517868463303455,1.1918725461251773,1.2272597456666967,0.001
random,4,0.5409609144589557,1.4901143133323522,1.513338146545399,1.195977815711397,1.2351790227614585,0.001
random,5,0.5183342198761323,1.2034413463293352,1.2646550964854895,0.9415112816817246,1.0014347500749443,0.001
random,6,0.5036763836271709,1.2748775240317978,1.2986097245114103,1.0171322268473484,1.0412495080314388,0.001
random,7,0.4737929669075573,1.2588575755763116,1.3104859197946257,1.0133553518404448,1.0695998526652366,0.001
random,8,0.4297816230867228,1.1031369697571936,1.1641274297338384,0.8813399323546786,0.9501463157605609,0.001
random,9,0.41623241465311134,1.1756507412281343,1.262105753385709,0.9440025504208865,1.0143539393421546,0.001
random,10,0.4052096535001535,1.043973761229684,1.1210208451432089,0.8328261780167217,0.90920669206213,0.001
random,11,0.3688782263382958,1.0068318269041145,1.0952453933807644,0.7987322623842185,0.8741869242182707,0.001
random,12,0.38352689093982906,1.3428255720368407,1.3753384743556014,1.0756804564159597,1.0915282409544025,0.001
random,13,0.38084730061098115,0.9511477339904382,1.038125294327516,0.7507786228042744,0.8271303818113968,0.001
random,14,0.3542222999964033,0.9089190692876747,1.0335130038276301,0.6962978931148202,0.8021927874010822,0.001
random,15,0.3646031841232347,1.0476230179881303,1.1346033947317158,0.8266339148095847,0.8940479170114125,0.001
random,16,0.3225870336544947,1.0559843757063971,1.16365967587729,0.829998265101941,0.9260854742587258,0.001
random,17,0.3380449284257026,0.9094817867025985,1.0275158643729074,0.7045645530336325,0.7968189083712196,0.001
random,18,0.3176036013113097,1.1761957398260776,1.2425860060414855,0.9459960808241358,0.9961301398191211,0.001
random,19,0.308109541457472,0.8692715591294286,0.963318955184166,0.6712011195667382,0.7450643919865577,0.001
random,20,0.30647716131306213,1.043998116396757,1.1311864378336804,0.8335294831379937,0.9094856547104323,0.001
random,21,0.29372577771417685,0.8849044124608701,0.9771527574831573,0.7052813147908481,0.7815579924772793,0.001
random,22,0.2993748198160347,0.8846942576182047,0.9945168505629751,0.6871148002120016,0.7801983223064711,0.001
random,23,0.2850590997763779,0.9239994227761146,1.0266153075260447,0.7283840850629459,0.8105148442815787,0.001
random,24,0.2826580918766414,0.8678419917064616,0.9751189735084167,0.6761296634423299,0.766074438818095,0.001
random,25,0.2738410195498529,0.8110063758306644,0.9471753825866329,0.624037660007226,0.7319324171500086,0.001
random,26,0.26353818175871985,0.9090652305038375,1.0567356396678294,0.7082794549754674,0.8107064755815031,0.001
random,27,0.2520805376035155,0.8237282663642905,0.9624271276910039,0.6431443666360771,0.7576673461211717,0.001
random,28,0.26258430712368724,0.9097810895189361,1.0254152848190476,0.7137431125722001,0.8227308153675782,0.001
random,29,0.250926090480741,0.930474838048578,1.0403166734349234,0.7301357437821202,0.814930309457469,0.001
random,30,0.2647641174155248,0.8194160938462265,0.9507921384904123,0.6409421822679937,0.752532461059653,0.001
random,31,0.24552394068250338,0.7963822999116739,0.9214210574516172,0.6207071632169884,0.7155796319569061,0.001
random,32,0.2476603351907959,0.8266647168923896,0.9464573125226137,0.6399151094182922,0.7403575814587975,0.001
random,33,0.2563592752604547,0.8874949597346519,1.0548723849360873,0.6981317754503561,0.8091863161390008,0.001
random,34,0.24049663395035295,0.8543529520291123,0.97464062824401,0.6850241832924922,0.7869294201854334,0.001
random,35,0.2284985765388375,0.7780099176477179,0.9059439854332851,0.6060431026619529,0.7221517149722103,0.001
random,36,0.2159174346384482,0.7462499289442271,0.8970042099328781,0.5770569276367152,0.7031346314220221,0.001
random,37,0.2243524910125821,0.853857496556911,0.9758430347437569,0.667403308163294,0.7734317904344965,0.001
random,38,0.2240330382593823,0.7238405907068225,0.887008993675417,0.5573421979448359,0.6822462499356873,0.001
random,39,0.2232034212498359,0.8448643403189577,0.9578430238901529,0.6581960435256604,0.7589574441152359,0.001
random,40,0.2167879407569962,0.7039641799347669,0.8734062292284462,0.5439748282775525,0.6702671588973448,0.001
random,41,0.19541466096668214,0.7051401593787996,0.870247588388293,0.5393417775861441,0.6684071651864999,0.001
random,42,0.21022780971386962,0.6945162775374195,0.8607791066127707,0.5376557466694301,0.6768847957845199,0.001
random,43,0.2115189428257555,0.745264831099938,0.8872875927037348,0.5831811983089343,0.7062075749201034,0.001
random,44,0.22522948583197613,0.6499914613455144,0.8557139392528035,0.49800367504704024,0.6478315768259096,0.001
random,45,0.2254963827889185,0.8061751756810663,0.940647076278383,0.6332761924209653,0.7533514917112,0.001
random,46,0.22363909986806488,0.7044611743168684,0.8593123205651525,0.5463132846290901,0.6602156205297808,0.001
random,47,0.2002984042879416,0.6487928331918046,0.84796778552514,0.4923895695185532,0.6410845784934419,0.001
random,48,0.19814403911754316,0.668596905914374,0.8582913776756042,0.5128989666815608,0.6509382389082375,0.001
random,49,0.21058335008311438,0.7230166595472551,0.8959364439815856,0.5690480294563193,0.706534842721822,0.001
random,50,0.19878830871928688,0.6677426571425018,0.8472542660994773,0.5093106896215323,0.647872071403889,0.001
random,51,0.18899273674154318,0.6244535963524571,0.834499036694286,0.4732389373550651,0.62044200398001,0.001
random,52,0.18112698342573338,0.6788078399983658,0.8547806224434604,0.5195096748703133,0.665434235700201,0.001
random,53,0.19587680031325774,0.6335924373557981,0.831668704683278,0.48407233250021287,0.6321478324676679,0.001
random,54,0.17793941602675561,0.6573649868622501,0.8213994319881613,0.5077907776334722,0.6372957862241173,0.001
random,55,0.18845322219927182,0.6471134651890429,0.8307219334255153,0.4990600412056046,0.6390024311706047,0.001
random,56,0.17928749651339104,0.6926973331262457,0.8643070428691044,0.5394586775529688,0.6827829030446627,0.001
random,57,0.1777061548282818,0.6577741204580904,0.8374574173035896,0.5061217155552427,0.6439890233187899,0.001
random,58,0.17412422785257425,0.6291459784405549,0.8355503171496748,0.48678235729258834,0.6491863417711499,0.001
random,59,0.17427789393959356,0.7161797966096285,0.887233808498659,0.5579373051008326,0.7097054113119518,0.001
random,60,0.18622438014936557,0.6941827340492311,0.8767182604903971,0.5420112815460123,0.69400640472178,0.001
random,61,0.1696090771883657,0.5942968739784112,0.8209320787935339,0.4539802974264288,0.6375383478639789,0.001
random,62,0.18383701552463333,0.6137829984439331,0.8312644776891214,0.47213657789237723,0.622818826338014,0.001
random,63,0.17674084219790576,0.6326319695850182,0.8682043986179989,0.48539167684081536,0.6461097548584646,0.001
random,64,0.17136231302200872,0.6143592059998525,0.8171098634635754,0.4703410370628316,0.6259319937186121,0.001
random,65,0.17119320318944123,0.6115480542930387,0.8147238630062986,0.47701310493737714,0.6279922155696993,0.001
random,66,0.16346620619066538,0.6159576086265798,0.7997843115582339,0.48279695462922395,0.6143975808732346,0.001
random,67,0.16354646702561373,0.592523480301311,0.8187179370123788,0.4511238743146998,0.6210331365950271,0.001
random,68,0.1561848139772098,0.5766263487551951,0.801381938750343,0.43325219537892823,0.6142932908199324,0.001
random,69,0.16573382196667022,0.582689041463655,0.8078430719733682,0.4501557132576384,0.6208047789356769,0.001
random,70,0.15252220661761867,0.6280326809450988,0.8386536508756817,0.48934264913235903,0.6418237948675879,0.001
random,71,0.1678335379235798,0.569385901443852,0.8308082812896357,0.43310234598291075,0.6215446705422246,0.001
random,72,0.15040231825119751,0.5869554145385347,0.8224859586894986,0.4451812659689187,0.607946055890851,0.001
random,73,0.1554362093662441,0.5577409233057745,0.803005026755631,0.41965020246867146,0.6131286027199094,0.001
random,74,0.15335918722093705,0.5694239897483309,0.807223444096084,0.4299902250300243,0.6126168381005849,0.001
random,75,0.16150170914995882,0.679649948456224,0.8875658795018787,0.5407434304555258,0.6812129395102766,0.0005
random,76,0.15469732391954114,0.5401597770562054,0.7794643729197783,0.4100179150412457,0.5977199223928072,0.0005
random,77,0.1277195489623246,0.5099669176238827,0.7804871707430442,0.3851061707214155,0.5834933807703562,0.0005
random,78,0.13262462620576593,0.527019723641703,0.7979376547715679,0.40123229181683534,0.6138704300787474,0.0005
random,79,0.1275063889808463,0.5007997063887408,0.7853876141578543,0.37856654565830333,0.5964992171160151,0.0005
random,80,0.12680931584671865,0.5006045778116199,0.7762882541183237,0.37917132324150893,0.5846595510248673,0.0005
random,81,0.12448348424182046,0.4821012345563072,0.7672896635330835,0.36189800652992976,0.5783239000540779,0.0005
random,82,0.12127739983939977,0.5267909273571453,0.7897767220232293,0.4062044999439036,0.6075003439768988,0.0005
random,83,0.12313305048959161,0.478948844022397,0.7751027175375572,0.3579826470225335,0.5813980618969198,0.0005
random,84,0.12304234561169691,0.4962367624103173,0.7569027810320212,0.377675883546875,0.570929263042629,0.0005
random,85,0.11631288441086775,0.5285628706606031,0.7794861358714612,0.40575945377349854,0.602248188820987,0.0005
random,86,0.12029087853496238,0.5245536779264333,0.7881303970620033,0.40378755464723476,0.6014325407868258,0.0005
random,87,0.1229678969556568,0.5298102933458961,0.7933859417607818,0.40861854236068784,0.6178268486842352,0.0005
random,88,0.12272267814578701,0.4758507863472293,0.7847605788613471,0.35839899712907003,0.5871529265000932,0.0005
random,89,0.11826284062074122,0.4701166979382017,0.770471315927181,0.35108220485044095,0.5815024483505139,0.0005
random,90,0.11945300352776225,0.49831725267919263,0.7831024106517583,0.3796367403710432,0.6021505133770003,0.0005
random,91,0.11519217425460329,0.54883150881402,0.8055319359680945,0.42616324542754397,0.6287909277079338,0.0005
random,92,0.11535739529898069,0.47966067718492367,0.76637245614889,0.3649692024635144,0.5869850966043851,0.0005
random,93,0.11890196879750892,0.4538354462221982,0.7685643884545149,0.338850424903728,0.5852575680839456,0.00025
random,94,0.11234749926215258,0.4711776013685896,0.7720018102275376,0.35637189073333975,0.589839707212758,0.00025
random,95,0.10008180264760981,0.4764372150571698,0.7784873614994196,0.3628385314993036,0.5988782097716624,0.00025
random,96,0.10822405010945836,0.42870250575376057,0.7592949824849172,0.31841423625828036,0.5658240740049617,0.00025
random,97,0.1063278420826122,0.43668134880468945,0.7587229850138814,0.32597153387785144,0.569189063478463,0.00025
random,98,0.10791825540565467,0.46538092319806196,0.7692653057442369,0.3524579688365019,0.5839371694124132,0.00025
random,99,0.10365170745174736,0.4576306212963509,0.7773829968152932,0.34613403440535945,0.588445328202919,0.00025
random,100,0.09956487222111511,0.4476238813008698,0.7614643937162248,0.33913682628212655,0.5810046462806123,0.00025
random,101,0.10094695558450247,0.4713191598794894,0.7758486430520619,0.3630245998674645,0.595262318741974,0.00025
random,102,0.10239430519839358,0.44240391818296226,0.7609818022698981,0.33422367829089006,0.5795304745112946,0.000125
random,103,0.1005121638907634,0.43996964450360443,0.7594416326627197,0.33138208534951735,0.5747398400564917,0.000125
random,104,0.09997233776959079,0.4234338659253382,0.7562618541333034,0.31567393202977134,0.5715171899175816,0.000125
random,105,0.09632778231109286,0.42607958166899124,0.7508729732618108,0.31595677381693993,0.5710786697236209,0.000125
random,106,0.09607356734291492,0.4264848983385919,0.7556315556135763,0.3216591288853503,0.5711996000165974,0.000125
random,107,0.09621416156778756,0.4100463655172638,0.7435166663788066,0.3031218230770433,0.559208076783466,0.000125
random,108,0.09537060370946797,0.43227251605691225,0.7596817897690769,0.3247771397728562,0.5809215113574417,0.000125
random,109,0.09409272354398691,0.4266912086266489,0.7654975046298916,0.32030474687858046,0.5834661313342704,0.000125
random,110,0.09730153524497638,0.42817084386573173,0.7600769296850036,0.32426923232215005,0.57660983874049,0.000125
random,111,0.08904796282703897,0.39914910277604715,0.7559534194492228,0.2951243666835469,0.5681484920453509,0.000125
random,112,0.08890196670650606,0.43212428062091784,0.7661140373544667,0.3278472359938301,0.5847853344700397,0.000125
random,113,0.09668688938217576,0.4192307752225064,0.7625689888846758,0.3144976947073409,0.5786827148513243,0.000125
random,114,0.09421552573629617,0.42494985567847815,0.7649124833350418,0.3210419549189698,0.5802920742585771,0.000125
random,115,0.0946331039497489,0.423586290640387,0.7578983093891897,0.3191946776265427,0.5831034093126923,0.000125
random,116,0.09254359021172077,0.4054861789305002,0.744328641594362,0.3017649585114647,0.5619926766798384,6.25e-05
random,117,0.09417496432607153,0.40865475289207337,0.7514798037260152,0.30572950065550836,0.5707990408804442,6.25e-05
random,118,0.09042744079211472,0.4042007188289102,0.7468329239947554,0.30158443498869597,0.565730620807689,6.25e-05
random,119,0.09101772204053006,0.42332074060603087,0.7573787828723059,0.32194227528774916,0.5772475886430981,6.25e-05
random,120,0.08956377530918505,0.40515490674962296,0.7504838201425749,0.30196688604834276,0.5692439733429506,6.25e-05
random,121,0.09094762379175364,0.3918053028405899,0.7527462878264978,0.2898607556430849,0.5662764371086975,6.25e-05
random,122,0.09501836479447742,0.39871169157312,0.7546123116952755,0.2956695714295602,0.5711906726609929,6.25e-05
random,123,0.091676393931491,0.4291051795857993,0.7654408429307161,0.32748950228429263,0.5852539707176952,6.25e-05
random,124,0.09247305301253592,0.3862395545038184,0.7477279760662185,0.2859444703967278,0.5608293838018975,6.25e-05
random,125,0.09141762802998225,0.39864883559729386,0.7494453085060029,0.2977399228620419,0.5650508627564468,3.125e-05
random,126,0.09116979560772301,0.42058661175178247,0.7582088916804333,0.3192098422835985,0.5778652274651648,3.125e-05
random,127,0.08858201317114602,0.4064865499396471,0.7531844141926413,0.30605043723245784,0.5700678696270884,3.125e-05
random,128,0.08896139292341743,0.4011951210935661,0.7520541461040483,0.29946568255634703,0.5683286418122936,3.125e-05
random,129,0.09294412617570931,0.40826274748287017,0.7526317112202621,0.30705104534329136,0.5701738600266109,3.125e-05
random,130,0.08949664666418963,0.41537570926498674,0.7574640716716459,0.3148486703657311,0.5758132379407918,3.125e-05
random,131,0.08688069632232236,0.40409498547635364,0.7501707954062526,0.30230325953681986,0.5703656458252173,3.125e-05
random,132,0.08861265039360994,0.39784996861093935,0.7516454195813809,0.29700076921172414,0.5690439840516459,3.125e-05
