seed,arm,round,n_labeled,n_pool_remaining,test_n,rmse,mae,r2,spearman_r,spearman_p
44,random,16,1059,1527,555,1.0369502885233406,0.7927453625678209,0.6155625446442465,0.77829654354104,7.429703914587184e-114
44,random,17,1109,1477,555,1.026964668510608,0.7846423908660998,0.6229310033563387,0.7873767982810257,2.8564194963016444e-118
44,random,18,1159,1427,555,1.027102642882841,0.7800920965294701,0.6228296768850881,0.7850617125507875,3.998272590523887e-117
44,random,19,1209,1377,555,1.0100593881944582,0.766801193660652,0.6352429962104305,0.795601552918531,1.8422327847354405e-122
44,random,20,1259,1327,555,1.012769459571248,0.7609464462655908,0.6332830250178167,0.7931546472102512,3.4034924245688117e-121
44,uncertainty,0,259,2327,555,1.2214242730802518,0.9750994322554639,0.46661240247469693,0.6878424504656185,5.541974241544795e-79
44,uncertainty,1,309,2277,555,1.1858315523326854,0.94046451485584,0.4972456650810485,0.7160834076830153,2.1467999907842517e-88
44,uncertainty,2,359,2227,555,1.1362877979275685,0.8901612753625491,0.538377991345113,0.734988652535361,2.299236574051391e-95
44,uncertainty,3,409,2177,555,1.1242443070236088,0.8767715285368624,0.5481115777571397,0.7423473529421615,3.0476404652872856e-98
44,uncertainty,4,459,2127,555,1.109051654729516,0.8567565643862617,0.5602423849333568,0.7438545486055524,7.627959558099898e-99
44,uncertainty,5,509,2077,555,1.094223783110875,0.843398072063512,0.5719227772660445,0.7614366495388852,3.450209786789512e-106
44,uncertainty,6,559,2027,555,1.0769998877003593,0.833969643010162,0.5852932192862947,0.7713541044026135,1.2815008595739193e-110
44,uncertainty,7,609,1977,555,1.072477996461685,0.8293567118195629,0.5887682841381936,0.7729357069496968,2.4014773608535927e-111
44,uncertainty,8,659,1927,555,1.0420503316043777,0.8026590817884743,0.6117716799471755,0.7843253651829291,9.192096960981875e-117
44,uncertainty,9,709,1877,555,1.0368026309438552,0.7918572522863224,0.6156720215655367,0.7863779422452312,8.954552955451201e-118
44,uncertainty,10,759,1827,555,1.0377763969740679,0.7976305104191579,0.6149497601349305,0.7850136601818059,4.221913395995183e-117
44,uncertainty,11,809,1777,555,1.0342112247881492,0.7913297398642241,0.6175908153850314,0.7840718515251871,1.2233740389865067e-116
44,uncertainty,12,859,1727,555,1.0276221639386882,0.7853787568850913,0.6224480256795667,0.7896241180342315,2.1355705867157923e-119
44,uncertainty,13,909,1677,555,1.0226495981702384,0.7799457546112382,0.6260930613828756,0.7948377241403278,4.5980481413858105e-122
44,uncertainty,14,959,1627,555,1.0145594840536687,0.7728985604681251,0.6319855679026329,0.794362362426778,8.108367864072673e-122
44,uncertainty,15,1009,1577,555,1.0113533292477512,0.7696732221370294,0.6343078504567636,0.7974803969269293,1.9098512802423925e-123
44,uncertainty,16,1059,1527,555,1.0155419285173881,0.7718876013622378,0.6312724923233288,0.792994433987203,4.1139312806780845e-121
44,uncertainty,17,1109,1477,555,1.016055233444634,0.7740922237240326,0.6308996520214413,0.7943003098935857,8.73061086568628e-122
44,uncertainty,18,1159,1427,555,1.0213867533969165,0.777139977809027,0.6270159481239452,0.7913262456938611,2.9323521886043158e-120
44,uncertainty,19,1209,1377,555,1.0148588084123196,0.7700402902904437,0.6317683860909244,0.795337022407971,2.5299104172404586e-122
44,uncertainty,20,1259,1327,555,1.012799929656359,0.7699440195270328,0.6332609586621971,0.7968026976263584,4.337599774670382e-123
55,random,0,259,2327,555,1.1769419869129742,0.9289150401559797,0.5047551897663565,0.7143902248957729,8.477703151283817e-88
55,random,1,309,2277,555,1.1546522280898404,0.908169498818043,0.5233361502150264,0.7272648670322563,1.906125247228362e-92
55,random,2,359,2227,555,1.1508223645496316,0.899314725070093,0.5264929966852964,0.72696355425089,2.4658815494020867e-92
