action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,requested_activity_type,standard_value_num,pIC50,selected_endpoint,activity_type_cleaned
,,1443492,[],CHEMBL828573,Inhibitory concentration against human Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Cl.N=C(N)c1ccc2c(c1)nc(CN(C(=O)c1ccc(C(=O)O)cc1)c1ccc(OC3CCNC3)cc1)n2CC(=O)NC1CCCCC1,,,CHEMBL1137163,Bioorg Med Chem Lett,2004.0,"{'bei': '10.23', 'le': '0.19', 'lle': '2.46', 'sei': '3.71'}",,CHEMBL540869,,CHEMBL1190454,6.52,0,http://www.openphacts.org/units/Nanomolar,373911,=,1,1,=,,IC50,nM,,300.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,0.3,IC50,300.0,6.522878745280337,pIC50,IC50
,,1443494,[],CHEMBL828573,Inhibitory concentration against human Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Cl.N=C(N)c1ccc(Oc2ccc(N(Cc3nc4cc(C(=N)N)ccc4n3CC(=O)NC3CCCCC3)C(=O)c3ccc(C(=O)O)cc3)cc2)cc1,,,CHEMBL1137163,Bioorg Med Chem Lett,2004.0,"{'bei': '8.30', 'le': '0.15', 'lle': '0.31', 'sei': '2.67'}",,CHEMBL556971,,CHEMBL1196435,5.70,0,http://www.openphacts.org/units/Nanomolar,373912,=,1,1,=,,IC50,nM,,2000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,2.0,IC50,2000.0,5.698970004336019,pIC50,IC50
,,1444562,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)sc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '15.59', 'le': '0.33', 'lle': '4.58', 'sei': '10.37'}",,CHEMBL100732,,CHEMBL100732,7.66,1,http://www.openphacts.org/units/Nanomolar,373321,=,1,1,=,,IC50,nM,,22.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,22.0,IC50,22.0,7.657577319177793,pIC50,IC50
,,1444566,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)C1CN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1C(=O)c1nc2c(s1)CNCC2,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.62', 'le': '0.28', 'lle': '5.48', 'sei': '5.63'}",,CHEMBL359964,,CHEMBL359964,7.08,0,http://www.openphacts.org/units/Nanomolar,373341,=,1,1,=,,IC50,nM,,83.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,83.0,IC50,83.0,7.080921907623926,pIC50,IC50
,,1444570,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3C(N)=O)sc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '14.27', 'le': '0.30', 'lle': '5.68', 'sei': '6.52'}",,CHEMBL100751,,CHEMBL100751,7.62,1,http://www.openphacts.org/units/Nanomolar,373363,=,1,1,=,,IC50,nM,,24.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,24.0,IC50,24.0,7.619788758288394,pIC50,IC50
,,1444577,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3C(N)=O)sc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '12.70', 'le': '0.26', 'lle': '4.63', 'sei': '5.95'}",,CHEMBL185084,,CHEMBL185084,6.96,0,http://www.openphacts.org/units/Nanomolar,373383,=,1,1,=,,IC50,nM,,110.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,110.0,IC50,110.0,6.958607314841775,pIC50,IC50
,,1444581,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)N1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3C(N)=O)sc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '12.63', 'le': '0.26', 'lle': '4.38', 'sei': '6.07'}",,CHEMBL435304,,CHEMBL435304,7.10,0,http://www.openphacts.org/units/Nanomolar,373402,=,1,1,=,,IC50,nM,,80.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,80.0,IC50,80.0,7.096910013008056,pIC50,IC50
,,1446618,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc2c(c1)CCNC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.18', 'le': '0.26', 'lle': '2.90', 'sei': '8.88'}",,CHEMBL363048,,CHEMBL363048,6.19,0,http://www.openphacts.org/units/Nanomolar,373382,=,1,1,=,,IC50,nM,,640.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,640.0,IC50,640.0,6.1938200260161125,pIC50,IC50
,,1446620,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2cc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)ccc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '12.23', 'le': '0.25', 'lle': '2.29', 'sei': '9.72'}",,CHEMBL184478,,CHEMBL184478,5.92,0,http://www.openphacts.org/units/Nanomolar,373401,=,1,1,=,,IC50,nM,,1200.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,1200.0,IC50,1200.0,5.920818753952375,pIC50,IC50
,,1446621,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc2c(n1)CCNC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '12.82', 'le': '0.26', 'lle': '3.36', 'sei': '7.31'}",,CHEMBL359966,,CHEMBL359966,6.04,0,http://www.openphacts.org/units/Nanomolar,373422,=,1,1,=,,IC50,nM,,920.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,920.0,IC50,920.0,6.036212172654444,pIC50,IC50
,,1446622,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)ccc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '11.66', 'le': '0.23', 'lle': '2.64', 'sei': '7.66'}",,CHEMBL182374,,CHEMBL182374,5.66,0,http://www.openphacts.org/units/Nanomolar,373448,=,1,1,=,,IC50,nM,,2200.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,2200.0,IC50,2200.0,5.657577319177793,pIC50,IC50
,,1446623,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc2c([nH]1)CCNC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '11.35', 'le': '0.23', 'lle': '2.60', 'sei': '6.09'}",,CHEMBL184873,,CHEMBL184873,5.21,0,http://www.openphacts.org/units/Nanomolar,373475,=,1,1,=,,IC50,nM,,6200.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,6200.0,IC50,6200.0,5.207608310501746,pIC50,IC50
,,1446624,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2[nH]c(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.73', 'le': '0.28', 'lle': '3.53', 'sei': '8.47'}",,CHEMBL365826,,CHEMBL365826,6.50,0,http://www.openphacts.org/units/Nanomolar,373504,=,1,1,=,,IC50,nM,,320.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,320.0,IC50,320.0,6.494850021680094,pIC50,IC50
,,1446625,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2cc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)oc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.21', 'le': '0.27', 'lle': '3.04', 'sei': '8.45'}",,CHEMBL185141,,CHEMBL185141,6.26,0,http://www.openphacts.org/units/Nanomolar,373531,=,1,1,=,,IC50,nM,,550.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,550.0,IC50,550.0,6.259637310505756,pIC50,IC50
,,1446626,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc2c(s1)CCNC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.80', 'le': '0.29', 'lle': '3.22', 'sei': '9.42'}",,CHEMBL183960,,CHEMBL183960,6.57,0,http://www.openphacts.org/units/Nanomolar,373557,=,1,1,=,,IC50,nM,,270.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,270.0,IC50,270.0,6.568636235841012,pIC50,IC50
,,1446627,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2sc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.72', 'le': '0.29', 'lle': '3.03', 'sei': '11.03'}",,CHEMBL185539,,CHEMBL185539,6.72,0,http://www.openphacts.org/units/Nanomolar,373583,=,1,1,=,,IC50,nM,,190.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,190.0,IC50,190.0,6.721246399047171,pIC50,IC50
,,1446628,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2sc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)nc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '13.60', 'le': '0.29', 'lle': '3.60', 'sei': '9.05'}",,CHEMBL181749,,CHEMBL181749,6.68,0,http://www.openphacts.org/units/Nanomolar,373605,=,1,1,=,,IC50,nM,,210.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,210.0,IC50,210.0,6.6777807052660805,pIC50,IC50
,,1446629,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc2c(s1)CNCC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '14.28', 'le': '0.30', 'lle': '3.45', 'sei': '9.75'}",,CHEMBL182957,,CHEMBL182957,6.80,0,http://www.openphacts.org/units/Nanomolar,373626,=,1,1,=,,IC50,nM,,160.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,160.0,IC50,160.0,6.795880017344075,pIC50,IC50
,,1446630,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCc2cc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)sc2C1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '14.24', 'le': '0.30', 'lle': '3.29', 'sei': '11.45'}",,CHEMBL365654,,CHEMBL365654,6.98,0,http://www.openphacts.org/units/Nanomolar,373281,=,1,1,=,,IC50,nM,,105.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,105.0,IC50,105.0,6.978810700930062,pIC50,IC50
,,1446631,[],CHEMBL827928,Inhibitory concentration against Coagulation factor X,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1nc2c(s1)CNCC2)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,,,CHEMBL1138780,J Med Chem,2004.0,"{'bei': '15.14', 'le': '0.32', 'lle': '4.48', 'sei': '8.74'}",,CHEMBL99483,,CHEMBL99483,7.22,1,http://www.openphacts.org/units/Nanomolar,373303,=,1,1,=,,IC50,nM,,60.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,nM,UO_0000065,,60.0,IC50,60.0,7.221848749616356,pIC50,IC50
,,1457415,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '11.37', 'le': '0.23', 'lle': '1.74', 'sei': '5.65'}",,CHEMBL187051,,CHEMBL187051,4.96,0,http://www.openphacts.org/units/Nanomolar,377613,=,1,1,=,,IC50,nM,,11000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,11.0,IC50,11000.0,4.958607314841775,pIC50,IC50
,,1457420,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(NC(=O)[C@@H](C)NC(=O)c2ccc(Cl)s2)ccc1N1CCOCC1=O,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '11.43', 'le': '0.24', 'lle': '1.99', 'sei': '5.50'}",,CHEMBL187102,,CHEMBL187102,4.82,0,http://www.openphacts.org/units/Nanomolar,377614,=,1,1,=,,IC50,nM,,15000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,15.0,IC50,15000.0,4.823908740944319,pIC50,IC50
,,1457425,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(NC(=O)[C@@H](CO)NC(=O)c2ccc(Cl)s2)ccc1N1CCOCC1=O,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.36', 'le': '0.21', 'lle': '2.74', 'sei': '4.20'}",,CHEMBL364422,,CHEMBL364422,4.54,0,http://www.openphacts.org/units/Nanomolar,377642,=,1,1,=,,IC50,nM,,29000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,29.0,IC50,29000.0,4.5376020021010435,pIC50,IC50
,,1457430,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '11.64', 'le': '0.24', 'lle': '2.80', 'sei': '5.42'}",,CHEMBL364838,,CHEMBL364838,5.26,0,http://www.openphacts.org/units/Nanomolar,377671,=,1,1,=,,IC50,nM,,5500.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,5.5,IC50,5500.0,5.259637310505756,pIC50,IC50
,,1457963,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C(F)(F)F)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '9.59', 'le': '0.20', 'lle': '1.68', 'sei': '5.01'}",,CHEMBL184956,,CHEMBL184956,4.85,0,http://www.openphacts.org/units/Nanomolar,377697,=,1,1,=,,IC50,nM,,14000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,14.0,IC50,14000.0,4.853871964321762,pIC50,IC50
,,1457966,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(Cl)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.34', 'le': '0.22', 'lle': '2.09', 'sei': '5.04'}",,CHEMBL186686,,CHEMBL186686,4.89,0,http://www.openphacts.org/units/Nanomolar,377722,=,1,1,=,,IC50,nM,,13000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,13.0,IC50,13000.0,4.886056647693163,pIC50,IC50
,,1457969,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(F)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.22', 'le': '0.21', 'lle': '2.37', 'sei': '4.80'}",,CHEMBL187423,,CHEMBL187423,4.66,0,http://www.openphacts.org/units/Nanomolar,377749,=,1,1,=,,IC50,nM,,22000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,22.0,IC50,22000.0,4.657577319177793,pIC50,IC50
,,1457972,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.73', 'le': '0.22', 'lle': '2.15', 'sei': '5.16'}",,CHEMBL186545,,CHEMBL186545,5.00,0,http://www.openphacts.org/units/Nanomolar,377774,=,1,1,=,,IC50,nM,,10000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,10.0,IC50,10000.0,5.0,pIC50,IC50
,,1457975,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CCCOC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.25', 'le': '0.21', 'lle': '1.68', 'sei': '5.07'}",,CHEMBL425889,,CHEMBL425889,4.92,0,http://www.openphacts.org/units/Nanomolar,377358,=,1,1,=,,IC50,nM,,12000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,12.0,IC50,12000.0,4.920818753952375,pIC50,IC50
,,1457980,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.00', 'le': '0.21', 'lle': '2.49', 'sei': '4.67'}",,CHEMBL361870,,CHEMBL361870,4.96,0,http://www.openphacts.org/units/Nanomolar,377385,=,1,1,=,,IC50,nM,,11000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,11.0,IC50,11000.0,4.958607314841775,pIC50,IC50
,,1458739,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,Potential transcription error,"Values appear to be an order of magnitude different from previously reported, so units may be incorrect",CHEMBL1138652,Bioorg Med Chem Lett,2004.0,,,CHEMBL122023,,CHEMBL122023,,1,http://www.openphacts.org/units/Nanomolar,378366,=,1,1,=,,IC50,nM,,5600.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,5.6,IC50,5600.0,5.251811972993799,pIC50,IC50
,,1458742,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1F,Potential transcription error,"Values appear to be an order of magnitude different from previously reported, so units may be incorrect",CHEMBL1138652,Bioorg Med Chem Lett,2004.0,,,CHEMBL125499,,CHEMBL125499,,1,http://www.openphacts.org/units/Nanomolar,378347,=,1,1,=,,IC50,nM,,5900.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,5.9,IC50,5900.0,5.229147988357855,pIC50,IC50
,,1458745,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CNC(=O)c1ccc(Cl)s1)Nc1ccc(N2CCOCC2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1138652,Bioorg Med Chem Lett,2004.0,,,CHEMBL183969,,CHEMBL183969,,0,http://www.openphacts.org/units/Nanomolar,378393,=,1,1,=,,IC50,nM,,700000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,700.0,IC50,700000.0,3.154901959985743,pIC50,IC50
,,1458748,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.37', 'le': '0.21', 'lle': '1.71', 'sei': '4.82'}",,CHEMBL184686,,CHEMBL184686,4.23,0,http://www.openphacts.org/units/Nanomolar,378394,=,1,1,=,,IC50,nM,,59000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,59.0,IC50,59000.0,4.229147988357856,pIC50,IC50
,,1459169,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '11.14', 'le': '0.23', 'lle': '1.79', 'sei': '5.36'}",,CHEMBL362161,,CHEMBL362161,4.70,0,http://www.openphacts.org/units/Nanomolar,378451,=,1,1,=,,IC50,nM,,20000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,20.0,IC50,20000.0,4.698970004336019,pIC50,IC50
,,1459172,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '11.29', 'le': '0.23', 'lle': '1.62', 'sei': '5.61'}",,CHEMBL187155,,CHEMBL187155,4.92,0,http://www.openphacts.org/units/Nanomolar,378475,=,1,1,=,,IC50,nM,,12000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,12.0,IC50,12000.0,4.920818753952375,pIC50,IC50
,,1459175,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '9.59', 'le': '0.20', 'lle': '1.02', 'sei': '4.76'}",,CHEMBL360856,,CHEMBL360856,4.18,0,http://www.openphacts.org/units/Nanomolar,378480,=,1,1,=,,IC50,nM,,66000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,66.0,IC50,66000.0,4.180456064458132,pIC50,IC50
,,1459178,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '10.72', 'le': '0.22', 'lle': '1.27', 'sei': '5.50'}",,CHEMBL185642,,CHEMBL185642,4.82,0,http://www.openphacts.org/units/Nanomolar,377384,=,1,1,=,,IC50,nM,,15000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,15.0,IC50,15000.0,4.823908740944319,pIC50,IC50
,,1459181,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@@H](C(=O)Nc1ccc(N2CCOCC2=O)cc1)c1ccccc1)c1ccc(Cl)s1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '9.66', 'le': '0.19', 'lle': '0.67', 'sei': '5.17'}",,CHEMBL364371,,CHEMBL364371,4.54,0,http://www.openphacts.org/units/Nanomolar,377411,=,1,1,=,,IC50,nM,,29000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,29.0,IC50,29000.0,4.5376020021010435,pIC50,IC50
,,1459184,[],CHEMBL828580,Inhibitory concentration against human serine protease factor Xa,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@H](C(=O)Nc1ccc(N2CCOCC2=O)cc1)c1ccccc1)c1ccc(Cl)s1,,,CHEMBL1138652,Bioorg Med Chem Lett,2004.0,"{'bei': '9.76', 'le': '0.20', 'lle': '0.72', 'sei': '5.23'}",,CHEMBL360852,,CHEMBL360852,4.58,0,http://www.openphacts.org/units/Nanomolar,377437,=,1,1,=,,IC50,nM,,26000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,IC50,uM,UO_0000065,,26.0,IC50,26000.0,4.585026652029182,pIC50,IC50
