activity_id,molecule_chembl_id,canonical_smiles,activity_type_source,standard_type,standard_relation,standard_value,standard_value_num,standard_units,pActivity,pchembl_value,assay_type,assay_chembl_id,assay_description,target_chembl_id,target_pref_name,document_chembl_id
2262670,CHEMBL379194,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,21000.0,21000.0,nM,4.6777807052660805,4.68,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262675,CHEMBL468270,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(CCCCN)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,4400.0,4400.0,nM,5.356547323513812,5.36,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262680,CHEMBL512118,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NCCCN)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,8000.0,8000.0,nM,5.096910013008056,5.10,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262685,CHEMBL461870,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)C3CNC3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,11200.0,11200.0,nM,4.950781977329818,4.95,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262690,CHEMBL513339,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCO)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,61000.0,61000.0,nM,4.214670164989233,4.21,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262695,CHEMBL461440,CCC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,20000.0,20000.0,nM,4.698970004336019,4.70,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262700,CHEMBL461441,CCOC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,14000.0,14000.0,nM,4.853871964321762,4.85,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262705,CHEMBL461655,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccccc3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,5400.0,5400.0,nM,5.267606240177031,5.27,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262710,CHEMBL513818,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccccc3Cl)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,700.0,700.0,nM,6.154901959985743,6.16,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262715,CHEMBL466588,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3cccc(Cl)c3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,5600.0,5600.0,nM,5.251811972993799,5.25,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262720,CHEMBL516786,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccc(Cl)cc3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,910.0,910.0,nM,6.040958607678906,6.04,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262725,CHEMBL460378,COc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1,Ki,Ki,=,360.0,360.0,nM,6.443697499232712,6.44,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262730,CHEMBL518179,CCOc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1,Ki,Ki,=,660.0,660.0,nM,6.180456064458131,6.18,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262735,CHEMBL499200,CC(C)Oc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1,Ki,Ki,=,3400.0,3400.0,nM,5.468521082957745,5.47,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262740,CHEMBL453766,COc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1OC,Ki,Ki,=,420.0,420.0,nM,6.376750709602099,6.38,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262745,CHEMBL460810,CCc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1,Ki,Ki,=,630.0,630.0,nM,6.200659450546418,6.20,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262750,CHEMBL468894,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccncc3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,1600.0,1600.0,nM,5.795880017344075,5.80,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262755,CHEMBL468895,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3cccnc3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,3500.0,3500.0,nM,5.455931955649724,5.46,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262760,CHEMBL499274,N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccc4[nH]ccc4c3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,150.0,150.0,nM,6.823908740944319,6.82,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262765,CHEMBL461016,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(-c3ccc(N)nc3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,250.0,250.0,nM,6.6020599913279625,6.60,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262770,CHEMBL469090,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(C3CCC(N)=NC3)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,10.0,10.0,nM,8.0,8.00,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262775,CHEMBL513007,Cc1nccc(-c2cccc(S(=O)(=O)N[C@@H](Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)n1,Ki,Ki,=,1700.0,1700.0,nM,5.769551078621726,5.77,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262780,CHEMBL459525,NCCC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2cccc(CN)c2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,92000.0,92000.0,nM,4.036212172654444,4.04,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262785,CHEMBL462253,NCCC(=O)Nc1cccc(S(=O)(=O)N[C@@H](Cc2ccc(CN)cc2)C(=O)N2CCC(CCN)CC2)c1,Ki,Ki,=,430000.0,430000.0,nM,3.366531544420414,,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2262805,CHEMBL466585,COc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(CN)c3)C(=O)N3CCC(CCN)CC3)c2)cc1,Ki,Ki,=,55000.0,55000.0,nM,4.259637310505756,4.26,B,CHEMBL1010204,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1139302
2277754,CHEMBL378657,N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,Ki,Ki,=,9500.0,9500.0,nM,5.022276394711152,5.02,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277755,CHEMBL495143,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCCC(=O)O)CC2)c1,Ki,Ki,=,18000.0,18000.0,nM,4.7447274948966935,4.75,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277756,CHEMBL498875,COC(=O)CCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,Ki,Ki,=,6100.0,6100.0,nM,5.214670164989233,5.21,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277757,CHEMBL444411,CNC(=O)CCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,Ki,Ki,=,10000.0,10000.0,nM,5.0,5.00,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277758,CHEMBL492342,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCCC(N)=O)CC2)c1,Ki,Ki,=,8200.0,8200.0,nM,5.086186147616283,5.09,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277759,CHEMBL507322,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c1,Ki,Ki,=,19000.0,19000.0,nM,4.721246399047171,4.72,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277760,CHEMBL493116,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(C(N)=O)CC2)c1,Ki,Ki,=,2500.0,2500.0,nM,5.6020599913279625,5.60,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277761,CHEMBL445195,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(Cc3ccccc3)CC2)c1,Ki,Ki,=,3400.0,3400.0,nM,5.468521082957745,5.47,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277762,CHEMBL493936,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCCC(C(N)=O)C2)c1,Ki,Ki,=,15000.0,15000.0,nM,4.823908740944319,4.82,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277763,CHEMBL493117,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCCCC2)c1,Ki,Ki,=,10000.0,10000.0,nM,5.0,5.00,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277764,CHEMBL493118,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCNCC2)c1,Ki,Ki,=,2100.0,2100.0,nM,5.6777807052660805,5.68,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277765,CHEMBL493520,CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,Ki,Ki,=,4400.0,4400.0,nM,5.356547323513812,5.36,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277766,CHEMBL443990,CNC(=O)CCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,Ki,Ki,=,44000.0,44000.0,nM,4.356547323513812,4.36,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277767,CHEMBL523865,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,Ki,Ki,=,26000.0,26000.0,nM,4.585026652029182,4.58,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277768,CHEMBL506479,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCN(c3ccc(O)cc3)CC2)c1,Ki,Ki,=,2500.0,2500.0,nM,5.6020599913279625,5.60,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277769,CHEMBL494128,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCCC[C@@H]2C(=O)O)c1,Ki,Ki,=,11000.0,11000.0,nM,4.958607314841775,4.96,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277770,CHEMBL493140,CC1CCCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1cccc(NC(=O)CCN)c1,Ki,Ki,=,17000.0,17000.0,nM,4.769551078621726,4.77,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277771,CHEMBL492333,COC(=O)[C@H]1CCCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1cccc(NC(=O)CCN)c1,Ki,Ki,=,100.0,100.0,nM,7.0,7.00,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277772,CHEMBL492334,COC(=O)[C@@H]1CCCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1cccc(NC(=O)CCN)c1,Ki,Ki,=,127000.0,127000.0,nM,3.8961962790440428,,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2277773,CHEMBL495010,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCCC[C@H]2C(=O)O)c1,Ki,Ki,=,30000.0,30000.0,nM,4.522878745280337,4.52,B,CHEMBL954313,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1153335
2325151,CHEMBL488110,O=C1OC[C@@H](O)[C@H]([C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)O[C@H]2[C@H]4O)OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,Ki,Ki,=,690.0,690.0,nM,6.161150909262744,6.16,B,CHEMBL1007649,Inhibition of human factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1151307
2325152,CHEMBL509562,O=C1OC[C@@H](O)[C@H]([C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)O[C@H]2[C@@H]4O)OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,Ki,Ki,=,450.0,450.0,nM,6.346787486224656,6.35,B,CHEMBL1007649,Inhibition of human factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1151307
2325153,CHEMBL510512,O=C(OC1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Ki,Ki,=,440.0,440.0,nM,6.356547323513812,6.36,B,CHEMBL1007649,Inhibition of human factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1151307
2325154,CHEMBL506204,O=C1OC[C@H]2OC(O)[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@H]3[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,Ki,Ki,=,990.0,990.0,nM,6.004364805402449,6.00,B,CHEMBL1007649,Inhibition of human factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1151307
2325155,CHEMBL382408,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Ki,Ki,=,570.0,570.0,nM,6.2441251443275085,6.24,B,CHEMBL1007649,Inhibition of human factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1151307
2353577,CHEMBL468642,CCOC(=O)C(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(Cc1ccc(C(=N)N)cc1)C(=O)N2C,Ki,Ki,=,1940.0,1940.0,nM,5.7121982700697735,5.71,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353595,CHEMBL466530,CN1C(=O)C(Cc2ccc(C(=N)N)cc2)Oc2cc(NC(=O)C(Cc3ccccc3)C(=O)O)ccc21,Ki,Ki,=,33200.0,33200.0,nM,4.478861916295964,4.48,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353596,CHEMBL466529,COC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OC(Cc1ccc(C(=N)N)cc1)C(=O)N2C,Ki,Ki,=,58700.0,58700.0,nM,4.231361898752385,4.23,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353597,CHEMBL511761,CN1C(=O)C(Cc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)CCC(=O)O)ccc21,Ki,Ki,=,15900.0,15900.0,nM,4.798602875679548,4.80,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353598,CHEMBL468340,CCOC(=O)CCC(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(Cc1ccc(C(=N)N)cc1)C(=O)N2C,Ki,Ki,=,1050.0,1050.0,nM,5.978810700930062,5.98,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353599,CHEMBL468143,CN1C(=O)C(Cc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)CC(=O)O)ccc21,Ki,Ki,=,139000.0,139000.0,nM,3.856985199745905,,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353600,CHEMBL468812,COC(=O)CC(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(Cc1ccc(C(=N)N)cc1)C(=O)N2C,Ki,Ki,=,5710.0,5710.0,nM,5.243363891754152,5.24,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2353601,CHEMBL513003,CN1C(=O)C(Cc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)C(=O)O)ccc21,Ki,Ki,=,9270.0,9270.0,nM,5.032920265855503,5.03,B,CHEMBL972357,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1150268
2376040,CHEMBL511597,CCOC(=O)C[C@H](NC(=O)c1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,Ki,Ki,=,54600.0,54600.0,nM,4.262807357295263,4.26,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376054,CHEMBL460567,CN1C(=O)C(OCc2ccc(C(=N)N)cc2)Oc2cc(C(=O)NCCC(=O)O)ccc21,Ki,Ki,=,112000.0,112000.0,nM,3.950781977329818,,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376055,CHEMBL461629,CN1C(=O)C(OCc2ccc(C(=N)N)cc2)Oc2cc(C(=O)Nc3ccccc3)ccc21,Ki,Ki,=,31600.0,31600.0,nM,4.5003129173815966,4.50,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376056,CHEMBL461417,CN1C(=O)C(OCc2ccc(C(=N)N)cc2)Oc2cc(C(=O)N(CC(=O)O)c3ccccc3)ccc21,Ki,Ki,=,49600.0,49600.0,nM,4.304518323509803,4.30,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376057,CHEMBL461192,CCOC(=O)CN(C(=O)c1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,Ki,Ki,=,43100.0,43100.0,nM,4.3655227298392685,4.37,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376058,CHEMBL461191,CCOC(=O)C(C(=O)Nc1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,Ki,Ki,=,50300.0,50300.0,nM,4.298432014944073,4.30,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376131,CHEMBL493094,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(NC(=O)CCC(=O)O)ccc21,Ki,Ki,=,33800.0,33800.0,nM,4.471083299722345,4.47,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376132,CHEMBL494715,CCOC(=O)CCC(=O)Nc1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,74700.0,74700.0,nM,4.126679398184601,4.13,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376133,CHEMBL494514,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(NC(=O)c3ccccc3)ccc21,Ki,Ki,=,12100.0,12100.0,nM,4.91721462968355,4.92,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376134,CHEMBL494513,CCOC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,Ki,Ki,=,29500.0,29500.0,nM,4.530177984021837,4.53,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376136,CHEMBL459524,COC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,35400.0,35400.0,nM,4.450996737974212,4.45,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376137,CHEMBL459318,CCOC(=O)CN(C(=O)c1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,9590.0,9590.0,nM,5.018181392829336,5.02,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376138,CHEMBL468464,CCOC(=O)CCC(=O)N(Cc1ccccn1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,11800.0,11800.0,nM,4.928117992693875,4.93,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376139,CHEMBL512630,CCOC(=O)CCC(=O)N(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,Ki,Ki,=,27700.0,27700.0,nM,4.557520230935552,4.56,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376140,CHEMBL517269,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)CCC(=O)O)ccc21,Ki,Ki,=,29700.0,29700.0,nM,4.527243550682788,4.53,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376141,CHEMBL513670,CCOC(=O)CCC(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,18000.0,18000.0,nM,4.7447274948966935,4.75,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376142,CHEMBL459941,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2ccc(N(Cc3ccccc3)C(=O)C(=O)O)cc21,Ki,Ki,=,31700.0,31700.0,nM,4.498940737782249,4.50,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376143,CHEMBL461210,CCOC(=O)C(=O)N(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,Ki,Ki,=,16000.0,16000.0,nM,4.795880017344075,4.80,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376144,CHEMBL460355,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccccc3)C(=O)C(=O)O)ccc21,Ki,Ki,=,16600.0,16600.0,nM,4.779891911959945,4.78,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376145,CHEMBL460144,CCOC(=O)C(=O)N(Cc1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,112000.0,112000.0,nM,3.950781977329818,,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376146,CHEMBL460143,CCOC(=O)CN(Cc1ccccc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,Ki,Ki,=,11900.0,11900.0,nM,4.924453038607469,4.92,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2376147,CHEMBL517875,CCOC(=O)CN(Cc1ccccc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,Ki,Ki,=,2670.0,2670.0,nM,5.573488738635424,5.57,B,CHEMBL980975,Inhibition of factor 10a,CHEMBL244,Coagulation factor X,CHEMBL1140066
2393205,CHEMBL489114,O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCCNC1,Ki,Ki,=,260000.0,260000.0,nM,3.585026652029182,,B,CHEMBL945266,Inhibition of human factor 10a by amydolitic assay,CHEMBL244,Coagulation factor X,CHEMBL1140910
