molecule_chembl_id,canonical_smiles,canonical_smiles_rdkit,smiles,endpoint,target_pKi,target_value,p_endpoint_mean,p_endpoint_std,p_endpoint_min,p_endpoint_max,p_endpoint_range,high_replicate_spread,n_activity_records,n_unique_assays,n_unique_documents,n_unique_original_smiles,n_unique_rdkit_smiles,median_standard_value_nM,min_standard_value_nM,max_standard_value_nM,heavy_atom_count,mol_wt_rdkit,assay_type_set,assay_chembl_ids,document_chembl_ids,activity_ids,structure_level_target_mean,structure_level_target_std,structure_level_target_min,structure_level_target_max,structure_level_target_range,high_duplicate_smiles_spread,n_molecule_chembl_ids_collapsed,collapsed_molecule_chembl_ids,collapsed_activity_record_count,structure_dedup_note
CHEMBL455932,CS(=O)(=O)c1ccccc1-c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(OCC(=O)O)c1,CS(=O)(=O)c1ccccc1-c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(OCC(=O)O)c1,CS(=O)(=O)c1ccccc1-c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(OCC(=O)O)c1,pKi,7.301029995663981,7.301029995663981,8.301029995663981,0.0,8.301029995663981,8.301029995663981,0.0,False,2,2,2,1,1,5.0,5.0,5.0,37,547.6110000000003,B,CHEMBL1273257;CHEMBL995175,CHEMBL1156579;CHEMBL1268866,2240899;3515169,7.301029995663981,1.4142135623730951,6.301029995663981,8.301029995663981,2.0,True,2,CHEMBL455932;CHEMBL463179,3,collapsed_duplicate_canonical_smiles
