molecule_chembl_id,canonical_smiles,canonical_smiles_rdkit,smiles,endpoint,target_pKi,target_value,p_endpoint_mean,p_endpoint_std,p_endpoint_min,p_endpoint_max,p_endpoint_range,high_replicate_spread,n_activity_records,n_unique_assays,n_unique_documents,n_unique_original_smiles,n_unique_rdkit_smiles,median_standard_value_nM,min_standard_value_nM,max_standard_value_nM,heavy_atom_count,mol_wt_rdkit,assay_type_set,assay_chembl_ids,document_chembl_ids,activity_ids
CHEMBL539053,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1.Cl,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,pKi,7.392578075976151,7.392578075976151,7.392578075976151,0.007582917939054383,7.3872161432802645,7.3979400086720375,0.010723865391772947,False,2,2,2,1,1,40.5,40.0,41.0,33,444.5350000000002,B,CHEMBL661806;CHEMBL828924,CHEMBL1131421;CHEMBL1139513,1172979;1509413
CHEMBL19902,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,pKi,7.3872161432802645,7.3872161432802645,7.503746238613019,0.2598889935693814,7.3872161432802645,8.154901959985743,0.7676858167054785,False,9,9,9,1,1,41.0,7.0,41.0,33,444.5350000000002,B,CHEMBL1273257;CHEMBL661584;CHEMBL662448;CHEMBL662872;CHEMBL663408;CHEMBL666765;CHEMBL682008;CHEMBL981506;CHEMBL995172,CHEMBL1129218;CHEMBL1131613;CHEMBL1132209;CHEMBL1132552;CHEMBL1133572;CHEMBL1135884;CHEMBL1143358;CHEMBL1156579;CHEMBL1268866,1077462;1112465;1129977;2240917;2498674;259183;324414;3519170;639316
CHEMBL328307,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,pKi,7.292429823902063,7.292429823902063,7.292429823902063,0.0,7.292429823902063,7.292429823902063,0.0,False,1,1,1,1,1,51.0,51.0,51.0,33,439.52300000000014,B,CHEMBL663407,CHEMBL1135480,799025
CHEMBL307201,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,pKi,7.075720713938118,7.075720713938118,7.075720713938118,0.0,7.075720713938118,7.075720713938118,0.0,False,1,1,1,1,1,84.0,84.0,84.0,33,439.52300000000014,B,CHEMBL846420,CHEMBL1133787,1082288
CHEMBL421370,N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,pKi,6.991399828238082,6.991399828238082,6.991399828238082,0.0,6.991399828238082,6.991399828238082,0.0,False,1,1,1,1,1,102.0,102.0,102.0,30,405.54600000000016,B,CHEMBL662826,CHEMBL1131265,552375
CHEMBL553840,Cl.Cl.N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,pKi,6.991399828238082,6.991399828238082,6.991399828238082,0.0,6.991399828238082,6.991399828238082,0.0,False,1,1,1,1,1,102.0,102.0,102.0,30,405.54600000000016,B,CHEMBL660848,CHEMBL1133385,115463
CHEMBL463179,CS(=O)(=O)c1ccccc1-c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(OCC(=O)O)c1.Cl,CS(=O)(=O)c1ccccc1-c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(OCC(=O)O)c1,CS(=O)(=O)c1ccccc1-c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(OCC(=O)O)c1,pKi,6.301029995663981,6.301029995663981,6.301029995663981,0.0,6.301029995663981,6.301029995663981,0.0,False,1,1,1,1,1,500.0,500.0,500.0,37,547.6110000000003,B,CHEMBL995175,CHEMBL1156579,2240974
CHEMBL432783,Cl.Cl.N=C(N)c1ccc(N2CCCCN(c3cccc(C(=N)N)c3)C2=O)cc1,N=C(N)c1ccc(N2CCCCN(c3cccc(C(=N)N)c3)C2=O)cc1,N=C(N)c1ccc(N2CCCCN(c3cccc(C(=N)N)c3)C2=O)cc1,pKi,6.096910013008056,6.096910013008056,6.096910013008056,0.0,6.096910013008056,6.096910013008056,0.0,False,1,1,1,1,1,800.0,800.0,800.0,26,350.42600000000004,B,CHEMBL660848,CHEMBL1133385,115462
CHEMBL91654,N=C(N)c1ccc(N2CCCCN(c3cccc(C(=N)N)c3)C2=O)cc1,N=C(N)c1ccc(N2CCCCN(c3cccc(C(=N)N)c3)C2=O)cc1,N=C(N)c1ccc(N2CCCCN(c3cccc(C(=N)N)c3)C2=O)cc1,pKi,6.096910013008056,6.096910013008056,6.096910013008056,0.0,6.096910013008056,6.096910013008056,0.0,False,1,1,1,1,1,800.0,800.0,800.0,26,350.42600000000004,B,CHEMBL662826,CHEMBL1131265,534576
CHEMBL4451232,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1.Cl,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,pKi,6.008773924307505,6.008773924307505,6.008773924307505,0.0,6.008773924307505,6.008773924307505,0.0,False,1,1,1,1,1,980.0,980.0,980.0,43,613.825,B,CHEMBL4424436,CHEMBL4422663,19368674
CHEMBL107955,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,pKi,5.769551078621726,5.769551078621726,5.769551078621726,0.0,5.769551078621726,5.769551078621726,0.0,False,1,1,1,1,1,1700.0,1700.0,1700.0,43,613.825,B,CHEMBL868545,CHEMBL1138903,1746716
CHEMBL3355683,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1.O=C(O)C(F)(F)F,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,pKi,5.1944991418416,5.1944991418416,5.1944991418416,0.0,5.1944991418416,5.1944991418416,0.0,False,1,1,1,1,1,6390.0,6390.0,6390.0,35,492.02700000000027,B,CHEMBL3377179,CHEMBL3351269,15088621
CHEMBL3398612,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,pKi,5.1944991418416,5.1944991418416,5.1944991418416,0.0,5.1944991418416,5.1944991418416,0.0,False,1,1,1,1,1,6390.0,6390.0,6390.0,35,492.02700000000027,B,CHEMBL3398778,CHEMBL3396988,15158485
