action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,requested_activity_type,standard_value_num,pKi,selected_endpoint,activity_type_cleaned
,,371217,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1cc(C2=NOC(CNS(=O)(=O)Cc3ccccc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '13.21', 'le': '0.27', 'lle': '5.41', 'sei': '4.42'}",,CHEMBL268329,,CHEMBL268329,8.66,0,http://www.openphacts.org/units/Nanomolar,3170,=,1,1,=,,Ki,nM,,2.2,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,2.2,Ki,2.2,8.657577319177793,pKi,Ki
,,372603,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,CCCS(=O)(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '13.89', 'le': '0.29', 'lle': '5.97', 'sei': '4.30'}",,CHEMBL8135,,CHEMBL8135,8.43,0,http://www.openphacts.org/units/Nanomolar,3157,=,1,1,=,,Ki,nM,,3.7,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,3.7,Ki,3.7,8.431798275933005,pKi,Ki
,,374135,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1cc(C2=NOC(CNS(=O)(=O)c3ccsc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '13.78', 'le': '0.29', 'lle': '5.75', 'sei': '4.55'}",,CHEMBL275957,,CHEMBL275957,8.92,0,http://www.openphacts.org/units/Nanomolar,3154,=,1,1,=,,Ki,nM,,1.2,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,1.2,Ki,1.2,8.920818753952375,pKi,Ki
,,375372,[],CHEMBL662827,Compound was tested for inhibitory activity against human Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=O)N(C)C)c2)c1F,,,CHEMBL1130936,Bioorg Med Chem Lett,1998,"{'bei': '16.64', 'le': '0.31', 'lle': '2.86', 'sei': '6.99'}",,CHEMBL70730,,CHEMBL70730,7.10,0,http://www.openphacts.org/units/Nanomolar,127581,=,1,1,=,,Ki,nM,,80.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,80.0,Ki,80.0,7.096910013008056,pKi,Ki
,,378262,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2ccc(Cl)c(N)c2)=NO1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '14.20', 'le': '0.28', 'lle': '3.13', 'sei': '5.03'}",,CHEMBL7905,,CHEMBL7905,6.89,0,http://www.openphacts.org/units/Nanomolar,3178,=,1,1,=,,Ki,nM,,130.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,130.0,Ki,130.0,6.886056647693163,pKi,Ki
,,378263,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1cc(C2=NOC(Cn3cccn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '14.17', 'le': '0.28', 'lle': '4.79', 'sei': '4.67'}",,CHEMBL267387,,CHEMBL267387,7.82,0,http://www.openphacts.org/units/Nanomolar,3167,=,1,1,=,,Ki,nM,,15.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,15.0,Ki,15.0,7.823908740944319,pKi,Ki
,,378268,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)c1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '18.22', 'le': '0.35', 'lle': '9.09', 'sei': '4.58'}",,CHEMBL7651,,CHEMBL7651,9.96,1,http://www.openphacts.org/units/Nanomolar,3151,=,1,1,=,,Ki,nM,,0.11,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,0.11,Ki,0.11,9.958607314841775,pKi,Ki
,,380940,[],CHEMBL662827,Compound was tested for inhibitory activity against human Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)CC(=O)O)c2F)c1,,,CHEMBL1130936,Bioorg Med Chem Lett,1998,"{'bei': '18.91', 'le': '0.36', 'lle': '6.81', 'sei': '6.32'}",,CHEMBL73193,FIDEXABAN,CHEMBL73193,9.96,0,http://www.openphacts.org/units/Nanomolar,127582,=,1,1,=,,Ki,nM,,0.11,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,0.11,Ki,0.11,9.958607314841775,pKi,Ki
,,382553,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,CCNC(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '12.52', 'le': '0.25', 'lle': '4.71', 'sei': '3.75'}",,CHEMBL8356,,CHEMBL8356,7.16,0,http://www.openphacts.org/units/Nanomolar,3162,=,1,1,=,,Ki,nM,,69.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,69.0,Ki,69.0,7.161150909262744,pKi,Ki
,,382556,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,NC(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '13.16', 'le': '0.26', 'lle': '5.36', 'sei': '3.50'}",,CHEMBL267438,,CHEMBL267438,7.16,0,http://www.openphacts.org/units/Nanomolar,3164,=,1,1,=,,Ki,nM,,69.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,69.0,Ki,69.0,7.161150909262744,pKi,Ki
,,383970,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)c1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '17.87', 'le': '0.34', 'lle': '8.90', 'sei': '4.50'}",,CHEMBL7651,,CHEMBL7651,9.77,0,http://www.openphacts.org/units/Nanomolar,3173,=,1,1,=,,Ki,nM,,0.17,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,0.17,Ki,0.17,9.769551078621726,pKi,Ki
,,386753,[],CHEMBL662827,Compound was tested for inhibitory activity against human Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)C(=O)c1cccc(Oc2nc3c(c(Oc4cc(C(=N)N)ccc4O)n2)NC(=O)CN3)c1,,,CHEMBL1130936,Bioorg Med Chem Lett,1998,"{'bei': '16.66', 'le': '0.31', 'lle': '5.60', 'sei': '4.39'}",,CHEMBL71175,,CHEMBL71175,7.72,0,http://www.openphacts.org/units/Nanomolar,127588,=,1,1,=,,Ki,nM,,19.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,19.0,Ki,19.0,7.721246399047171,pKi,Ki
,,388550,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,NC(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '15.81', 'le': '0.32', 'lle': '6.80', 'sei': '4.20'}",,CHEMBL267438,,CHEMBL267438,8.60,0,http://www.openphacts.org/units/Nanomolar,3175,=,1,1,=,,Ki,nM,,2.5,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,2.5,Ki,2.5,8.602059991327963,pKi,Ki
,,388553,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,CS(=O)(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '15.06', 'le': '0.31', 'lle': '7.04', 'sei': '4.45'}",,CHEMBL7626,,CHEMBL7626,8.72,0,http://www.openphacts.org/units/Nanomolar,3158,=,1,1,=,,Ki,nM,,1.9,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,1.9,Ki,1.9,8.721246399047171,pKi,Ki
,,388556,[],CHEMBL682004,Inhibitory activity against factor Xa using human purified enzyme.,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1cc(C2=NOC(CNS(=O)(=O)c3ccccc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,,,CHEMBL1145764,Bioorg Med Chem Lett,2003,"{'bei': '13.68', 'le': '0.28', 'lle': '5.66', 'sei': '4.48'}",,CHEMBL269065,,CHEMBL269065,8.77,0,http://www.openphacts.org/units/Nanomolar,3155,=,1,1,=,,Ki,nM,,1.7,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,1.7,Ki,1.7,8.769551078621726,pKi,Ki
,,391898,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NS(=O)(=O)Cc1ccccc1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '6.93', 'le': '0.14', 'lle': '0.35', 'sei': '3.19'}",,CHEMBL338788,,CHEMBL338788,4.28,0,http://www.openphacts.org/units/Nanomolar,234015,=,1,1,=,,Ki,nM,,52000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,52000.0,Ki,52000.0,4.2839966563652006,pKi,Ki
,,393174,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)OC(C)(C)C)C(C1CCCCC1)C1CCCCC1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '8.21', 'le': '0.16', 'lle': '-0.76', 'sei': '3.79'}",,CHEMBL123142,,CHEMBL123142,4.80,0,http://www.openphacts.org/units/Nanomolar,234022,=,1,1,=,,Ki,nM,,16000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,16000.0,Ki,16000.0,4.795880017344075,pKi,Ki
,,393240,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)cc1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '8.68', 'le': '0.17', 'lle': '0.34', 'sei': '3.48'}",,CHEMBL288862,,CHEMBL288862,4.16,0,http://www.openphacts.org/units/Nanomolar,63788,=,1,1,=,,Ki,nM,,69000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,69.0,Ki,69000.0,4.161150909262744,pKi,Ki
,,395779,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NCc1cccnc1)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NS(=O)(=O)Cc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130400,J Med Chem,1997,,,CHEMBL124408,,CHEMBL124408,,0,http://www.openphacts.org/units/Nanomolar,234014,=,1,1,=,,Ki,nM,,230000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,230000.0,Ki,230000.0,3.638272163982407,pKi,Ki
,,395841,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '8.98', 'le': '0.17', 'lle': '0.75', 'sei': '3.50'}",,CHEMBL41220,,CHEMBL41220,4.18,0,http://www.openphacts.org/units/Nanomolar,63784,=,1,1,=,,Ki,nM,,66000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,66.0,Ki,66000.0,4.180456064458132,pKi,Ki
,,395844,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CC1CCCCN1C(=O)N(Cc1cccc(C(=N)NO)c1)NS(=O)(=O)c1ccc2ccccc2c1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '10.63', 'le': '0.21', 'lle': '1.44', 'sei': '4.19'}",,CHEMBL43817,,CHEMBL43817,5.27,0,http://www.openphacts.org/units/Nanomolar,63798,=,1,1,=,,Ki,nM,,5400.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,5.4,Ki,5400.0,5.267606240177031,pKi,Ki
,,400809,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)cn1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '8.67', 'le': '0.18', 'lle': '1.81', 'sei': '3.81'}",,CHEMBL121982,,CHEMBL121982,5.12,0,http://www.openphacts.org/units/Nanomolar,234010,=,1,1,=,,Ki,nM,,7600.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,7600.0,Ki,7600.0,5.119186407719209,pKi,Ki
,,402173,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NCc1ccccc1)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NS(=O)(=O)Cc1ccccc1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '8.45', 'le': '0.17', 'lle': '0.52', 'sei': '5.08'}",,CHEMBL123759,,CHEMBL123759,4.85,0,http://www.openphacts.org/units/Nanomolar,234011,=,1,1,=,,Ki,nM,,14000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,14000.0,Ki,14000.0,4.853871964321762,pKi,Ki
,,402176,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(C2CCCCC2)C2CCCCC2)cn1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '11.15', 'le': '0.21', 'lle': '1.70', 'sei': '4.44'}",,CHEMBL421437,,CHEMBL421437,5.08,0,http://www.openphacts.org/units/Nanomolar,234023,=,1,1,=,,Ki,nM,,8300.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,8300.0,Ki,8300.0,5.080921907623926,pKi,Ki
,,403580,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '9.64', 'le': '0.18', 'lle': '0.42', 'sei': '4.23'}",,CHEMBL122331,,CHEMBL122331,5.36,0,http://www.openphacts.org/units/Nanomolar,234024,=,1,1,=,,Ki,nM,,4400.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,4400.0,Ki,4400.0,5.356547323513812,pKi,Ki
,,408813,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CC1CCN(C(=O)N(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '11.00', 'le': '0.21', 'lle': '1.61', 'sei': '4.41'}",,CHEMBL37318,,CHEMBL37318,5.28,0,http://www.openphacts.org/units/Nanomolar,63795,=,1,1,=,,Ki,nM,,5300.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,5.3,Ki,5300.0,5.275724130399211,pKi,Ki
,,409939,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](NC(=O)OC(C)(C)C)C(c1ccccc1)c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130400,J Med Chem,1997,,,CHEMBL337923,,CHEMBL337923,,0,http://www.openphacts.org/units/Nanomolar,234018,=,1,1,=,,Ki,nM,,160000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,160000.0,Ki,160000.0,3.795880017344075,pKi,Ki
,,411240,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1csc(N)c1)C(C1CCCCC1)C1CCCCC1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '8.15', 'le': '0.16', 'lle': '-1.04', 'sei': '4.02'}",,CHEMBL421272,,CHEMBL421272,4.57,0,http://www.openphacts.org/units/Nanomolar,234025,=,1,1,=,,Ki,nM,,27000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,27000.0,Ki,27000.0,4.568636235841013,pKi,Ki
,,411310,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,N=C(N)c1cccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)c1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '11.28', 'le': '0.22', 'lle': '1.59', 'sei': '4.52'}",,CHEMBL38626,,CHEMBL38626,5.41,0,http://www.openphacts.org/units/Nanomolar,63792,=,1,1,=,,Ki,nM,,3900.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,3.9,Ki,3900.0,5.4089353929735005,pKi,Ki
,,413623,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)cc1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '8.48', 'le': '0.18', 'lle': '1.09', 'sei': '4.11'}",,CHEMBL122801,,CHEMBL122801,5.00,0,http://www.openphacts.org/units/Nanomolar,234012,=,1,1,=,,Ki,nM,,10000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,10000.0,Ki,10000.0,5.0,pKi,Ki
,,417263,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(N)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130400,J Med Chem,1997,,,CHEMBL331160,,CHEMBL331160,,0,http://www.openphacts.org/units/Nanomolar,234013,=,1,1,=,,Ki,nM,,420000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,420000.0,Ki,420000.0,3.376750709602099,pKi,Ki
,,418464,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(c1ccccc1)c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130400,J Med Chem,1997,,,CHEMBL122601,,CHEMBL122601,,0,http://www.openphacts.org/units/Nanomolar,234017,=,1,1,=,,Ki,nM,,240000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,240000.0,Ki,240000.0,3.6197887582883936,pKi,Ki
,,420975,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(C1CCCCC1)C1CCCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130400,J Med Chem,1997,,,CHEMBL123942,,CHEMBL123942,,0,http://www.openphacts.org/units/Nanomolar,234021,=,1,1,=,,Ki,nM,,160000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,160000.0,Ki,160000.0,3.795880017344075,pKi,Ki
,,421013,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc2cc(S(=O)(=O)NN(Cc3cccc(C(=N)NO)c3)C(=O)N3CCCCCC3)ccc2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1137966,Bioorg Med Chem Lett,2004,,,CHEMBL289331,,CHEMBL289331,,0,http://www.openphacts.org/units/Nanomolar,63791,=,1,1,=,,Ki,nM,,103000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,103.0,Ki,103000.0,3.987162775294828,pKi,Ki
,,422537,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc2cc(S(=O)(=O)NN(Cc3cccc(C(=N)N)c3)C(=O)N3CCCCCC3)ccc2c1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '10.84', 'le': '0.21', 'lle': '1.70', 'sei': '4.29'}",,CHEMBL41947,,CHEMBL41947,5.52,0,http://www.openphacts.org/units/Nanomolar,63790,=,1,1,=,,Ki,nM,,3000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,3.0,Ki,3000.0,5.522878745280337,pKi,Ki
,,425073,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc2cc(S(=O)(=O)NN(Cc3cccc(C(=N)NO)c3)C(=O)N3CCCCC3C)ccc2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1137966,Bioorg Med Chem Lett,2004,,,CHEMBL41359,,CHEMBL41359,,0,http://www.openphacts.org/units/Nanomolar,63797,=,1,1,=,,Ki,nM,,111000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,111.0,Ki,111000.0,3.9546770212133424,pKi,Ki
,,427539,[],CHEMBL662831,In vitro inhibitory activity against Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(c2ccccc2)c2ccccc2)cn1,,,CHEMBL1130400,J Med Chem,1997,"{'bei': '9.08', 'le': '0.17', 'lle': '1.60', 'sei': '3.52'}",,CHEMBL96486,,CHEMBL96486,4.03,0,http://www.openphacts.org/units/Nanomolar,234019,=,1,1,=,,Ki,nM,,94000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,94000.0,Ki,94000.0,4.026872146400302,pKi,Ki
,,428854,[],CHEMBL661992,In vitro inhibition of Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CC1CCCCN1C(=O)N(Cc1ccc(C(=N)N)cc1)NS(=O)(=O)c1ccc2ccccc2c1,,,CHEMBL1137966,Bioorg Med Chem Lett,2004,"{'bei': '8.92', 'le': '0.17', 'lle': '0.47', 'sei': '3.58'}",,CHEMBL39760,,CHEMBL39760,4.28,0,http://www.openphacts.org/units/Nanomolar,63802,=,1,1,=,,Ki,nM,,53000.0,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,uM,UO_0000065,,53.0,Ki,53000.0,4.275724130399211,pKi,Ki
,,431280,[],CHEMBL658337,Binding affinity for human Coagulation factor X,B,,,BAO_0000192,BAO_0000357,single protein format,CN1CCN=C1c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3cc(Cl)ccc3c2)c(F)c1,,,CHEMBL1147598,Bioorg Med Chem Lett,2004,"{'bei': '17.29', 'le': '0.34', 'lle': '3.14', 'sei': '14.27'}",,CHEMBL281838,,CHEMBL281838,8.92,0,http://www.openphacts.org/units/Nanomolar,27182,=,1,1,=,,Ki,nM,,1.2,CHEMBL244,Homo sapiens,Coagulation factor X,9606,,,Ki,nM,UO_0000065,,1.2,Ki,1.2,8.920818753952375,pKi,Ki
