molecule_chembl_id,smiles,canonical_smiles_rdkit,endpoint,target_pKi,target_value,n_activity_records,p_endpoint_range,high_replicate_spread,n_molecule_chembl_ids_collapsed,collapsed_molecule_chembl_ids,canonical_smiles,p_endpoint_mean,p_endpoint_std,p_endpoint_min,p_endpoint_max,n_unique_assays,n_unique_documents,n_unique_original_smiles,n_unique_rdkit_smiles,median_standard_value_nM,min_standard_value_nM,max_standard_value_nM,heavy_atom_count,mol_wt_rdkit,assay_type_set,assay_chembl_ids,document_chembl_ids,activity_ids,structure_level_target_mean,structure_level_target_std,structure_level_target_min,structure_level_target_max,structure_level_target_range,high_duplicate_smiles_spread,collapsed_activity_record_count,structure_dedup_note
CHEMBL384682,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,pKi,8.55284196865778,8.55284196865778,1,0.0,False,1,CHEMBL384682,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,8.55284196865778,0.0,8.55284196865778,8.55284196865778,1,1,1,1,2.8,2.8,2.8,41,559.5920000000003,B,CHEMBL863573,CHEMBL1138952,1740864,8.55284196865778,0.0,8.55284196865778,8.55284196865778,0.0,False,1,single_structure
CHEMBL212974,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5S(N)(=O)=O)cc4)c(=O)c32)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5S(N)(=O)=O)cc4)c(=O)c32)cc1,pKi,8.55284196865778,8.55284196865778,1,0.0,False,1,CHEMBL212974,COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5S(N)(=O)=O)cc4)c(=O)c32)cc1,8.55284196865778,0.0,8.55284196865778,8.55284196865778,1,1,1,1,2.8,2.8,2.8,39,555.5380000000001,B,CHEMBL863573,CHEMBL1138952,1741665,8.55284196865778,0.0,8.55284196865778,8.55284196865778,0.0,False,1,single_structure
CHEMBL355992,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)cc1,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)cc1,pKi,8.55284196865778,8.55284196865778,1,0.0,False,1,CHEMBL355992,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)cc1,8.55284196865778,0.0,8.55284196865778,8.55284196865778,1,1,1,1,2.8,2.8,2.8,36,517.4890000000001,B,CHEMBL661801,CHEMBL1145914,1193736,8.55284196865778,0.0,8.55284196865778,8.55284196865778,0.0,False,1,single_structure
CHEMBL280947,Cc1cc(C(=O)Nc2ccc(-n3ccnc3CN(C)C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,Cc1cc(C(=O)Nc2ccc(-n3ccnc3CN(C)C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,pKi,8.55284196865778,8.55284196865778,1,0.0,False,1,CHEMBL280947,Cc1cc(C(=O)Nc2ccc(-n3ccnc3CN(C)C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,8.55284196865778,0.0,8.55284196865778,8.55284196865778,1,1,1,1,2.8,2.8,2.8,35,484.9910000000002,B,CHEMBL662445,CHEMBL1149220,1084029,8.55284196865778,0.0,8.55284196865778,8.55284196865778,0.0,False,1,single_structure
CHEMBL20488,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,pKi,8.55284196865778,8.55284196865778,1,0.0,False,1,CHEMBL20488,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,8.55284196865778,0.0,8.55284196865778,8.55284196865778,1,1,1,1,2.8,2.8,2.8,35,493.56400000000025,B,CHEMBL658337,CHEMBL1147598,458980,8.55284196865778,0.0,8.55284196865778,8.55284196865778,0.0,False,1,single_structure
CHEMBL150739,N=C(N)c1ccc(/C=C2/CCCCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2/CCCCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,pKi,8.55284196865778,8.55284196865778,1,0.0,False,1,CHEMBL150739,N=C(N)c1ccc(/C=C2/CCCCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,8.55284196865778,0.0,8.55284196865778,8.55284196865778,1,1,1,1,2.8,2.8,2.8,30,400.526,B,CHEMBL661584,CHEMBL1132552,264441,8.55284196865778,0.0,8.55284196865778,8.55284196865778,0.0,False,1,single_structure
CHEMBL479863,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,pKi,8.54515513999149,8.54515513999149,1,0.0,False,1,CHEMBL479863,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,8.54515513999149,0.0,8.54515513999149,8.54515513999149,1,1,1,1,2.85,2.85,2.85,37,543.0930000000001,B,CHEMBL981506,CHEMBL1143358,2498675,8.54515513999149,0.0,8.54515513999149,8.54515513999149,0.0,False,1,single_structure
CHEMBL176636,CC(=N)N1CCC(Oc2ccc3ncn(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CC(=N)N1CCC(Oc2ccc3ncn(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL176636,CC(=N)N1CCC(Oc2ccc3ncn(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,33,440.5510000000002,B,CHEMBL661804,CHEMBL1133358,68493,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL327403,CCCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,CCCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL327403,CCCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,38,535.6260000000002,B,CHEMBL663266,CHEMBL1132652,1036487,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL390403,CCOC(=O)CN[C@H](CCc1ccccn1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,CCOC(=O)CN[C@H](CCc1ccccn1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL390403,CCOC(=O)CN[C@H](CCc1ccccn1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,36,516.0420000000003,B,CHEMBL889048,CHEMBL1145355,1899279,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL445941,COCCNC(=O)[C@H]1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,COCCNC(=O)[C@H]1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL445941,COCCNC(=O)[C@H]1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,37,543.0450000000001,B,CHEMBL897883,CHEMBL1149671,1979719,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL463521,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)S(C)(=O)=O)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)S(C)(=O)=O)CC4)cc2)CC3)cc1,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL463521,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)S(C)(=O)=O)CC4)cc2)CC3)cc1,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,37,534.5600000000004,B,CHEMBL1010168,CHEMBL1154516,2619883,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL20603,Cc1cc(C(=O)Nc2ccc(-n3ccnc3C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,Cc1cc(C(=O)Nc2ccc(-n3ccnc3C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL20603,Cc1cc(C(=O)Nc2ccc(-n3ccnc3C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,32,441.92200000000014,B,CHEMBL662445,CHEMBL1149220,1084023,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL123033,Nc1noc2ccc(-n3nnnc3C(=O)Nc3ccc(C(=O)N4CCCC4)cc3F)cc12,Nc1noc2ccc(-n3nnnc3C(=O)Nc3ccc(C(=O)N4CCCC4)cc3F)cc12,pKi,8.537602002101044,8.537602002101044,1,0.0,False,1,CHEMBL123033,Nc1noc2ccc(-n3nnnc3C(=O)Nc3ccc(C(=O)N4CCCC4)cc3F)cc12,8.537602002101044,0.0,8.537602002101044,8.537602002101044,1,1,1,1,2.9,2.9,2.9,32,436.40700000000027,B,CHEMBL682006,CHEMBL1136511,858543,8.537602002101044,0.0,8.537602002101044,8.537602002101044,0.0,False,1,single_structure
CHEMBL182746,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,pKi,8.522878745280337,8.522878745280337,5,0.0,False,1,CHEMBL182746,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,5,5,1,1,3.0,3.0,3.0,33,483.0370000000003,B,CHEMBL1273257;CHEMBL5107327;CHEMBL827058;CHEMBL828910;CHEMBL830302,CHEMBL1137150;CHEMBL1137151;CHEMBL1144400;CHEMBL1268866;CHEMBL5104198,1443589;1444169;1490620;24698628;3515176,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,5,single_structure
CHEMBL364007,CC(C)N1CCC(NC(=O)c2cc3cc(F)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)N1CCC(NC(=O)c2cc3cc(F)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,pKi,8.522878745280337,8.522878745280337,2,0.0,False,1,CHEMBL364007,CC(C)N1CCC(NC(=O)c2cc3cc(F)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,34,501.0270000000003,B,CHEMBL828910,CHEMBL1144400,1490621;1490622,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,2,single_structure
CHEMBL368238,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,pKi,8.522878745280337,8.522878745280337,2,0.0,False,1,CHEMBL368238,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,2,2,1,1,3.0,3.0,3.0,32,452.9860000000002,B,CHEMBL5107327;CHEMBL830302,CHEMBL1137150;CHEMBL5104198,1443602;24698621,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,2,single_structure
CHEMBL93854,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cc(C(=N)N)ccc4O)C3=O)cc2c1,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cc(C(=N)N)ccc4O)C3=O)cc2c1,pKi,8.522878745280337,8.522878745280337,2,0.0,False,1,CHEMBL93854,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cc(C(=N)N)ccc4O)C3=O)cc2c1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,2,2,1,1,3.0,3.0,3.0,33,468.5350000000002,B,CHEMBL662870;CHEMBL875883,CHEMBL1131988;CHEMBL1132374,1095740;643878,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,2,single_structure
CHEMBL82925,Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,pKi,8.522878745280337,8.522878745280337,2,0.0,False,1,CHEMBL82925,Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,8.522878745280337,0.0,8.522878745280337,8.522878745280337,2,2,1,1,3.0,3.0,3.0,30,414.4120000000001,B,CHEMBL663405;CHEMBL663411,CHEMBL1135740;CHEMBL1145939,1077920;802621,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,2,single_structure
CHEMBL157813,O=C1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cnccc2n1CCO,O=C1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cnccc2n1CCO,pKi,8.522878745280337,8.522878745280337,2,0.0,False,1,CHEMBL157813,O=C1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cnccc2n1CCO,8.522878745280337,0.0,8.522878745280337,8.522878745280337,2,2,1,1,3.0,3.0,3.0,33,505.0210000000003,B,CHEMBL657276;CHEMBL662446,CHEMBL1144944;CHEMBL1145974,781820;911763,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,2,single_structure
CHEMBL174829,CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL174829,CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,40,539.6840000000002,B,CHEMBL661804,CHEMBL1133358,63386,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL25170,CC(=O)N1CCC(Oc2ccc(N(C/C=C/c3cc(C(=N)N)ccc3O)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,CC(=O)N1CCC(Oc2ccc(N(C/C=C/c3cc(C(=N)N)ccc3O)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL25170,CC(=O)N1CCC(Oc2ccc(N(C/C=C/c3cc(C(=N)N)ccc3O)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,41,576.5720000000002,B,CHEMBL661583,CHEMBL1135303,697432,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL185269,CC(C(=O)Nc1ccc(-n2cnc3ccccc32)cc1)c1c[nH]c2ccc(C(=N)N)cc12,CC(C(=O)Nc1ccc(-n2cnc3ccccc32)cc1)c1c[nH]c2ccc(C(=N)N)cc12,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL185269,CC(C(=O)Nc1ccc(-n2cnc3ccccc32)cc1)c1c[nH]c2ccc(C(=N)N)cc12,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,32,422.49200000000013,B,CHEMBL833645,CHEMBL1137916,1456424,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL373570,CC(C)N(CCCNS(C)(=O)=O)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,CC(C)N(CCCNS(C)(=O)=O)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL373570,CC(C)N(CCCNS(C)(=O)=O)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,37,573.1370000000002,B,CHEMBL907291,CHEMBL1139748,1810940,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL376716,CC(C)N(CCS(N)(=O)=O)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,CC(C)N(CCS(N)(=O)=O)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL376716,CC(C)N(CCS(N)(=O)=O)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,35,545.0830000000002,B,CHEMBL907291,CHEMBL1139748,1810945,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL3904655,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Br)cc2)CC1,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Br)cc2)CC1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL3904655,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Br)cc2)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,32,497.43700000000024,B,CHEMBL5107327,CHEMBL5104198,24698624,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL184988,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)no2)CC1,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)no2)CC1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL184988,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)no2)CC1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,33,483.0370000000003,B,CHEMBL830302,CHEMBL1137150,1443598,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL1684180,CN(C)C1CCc2cc(N3CC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)ccc21,CN(C)C1CCc2cc(N3CC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)ccc21,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL1684180,CN(C)C1CCc2cc(N3CC[C@H](NS(=O)(=O)c4ccc5cc(Cl)ccc5c4)C3=O)ccc21,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,33,484.02100000000024,B,CHEMBL1686577,CHEMBL1681766,5246368,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL255052,CN(C)Cc1cnccc1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,CN(C)Cc1cnccc1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL255052,CN(C)Cc1cnccc1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,40,539.5460000000003,B,CHEMBL926651,CHEMBL1140716,2066359,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL430367,COC(=O)C1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc3c(Cl)c[nH]c3c2)C1,COC(=O)C1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc3c(Cl)c[nH]c3c2)C1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL430367,COC(=O)C1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc3c(Cl)c[nH]c3c2)C1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,38,532.9840000000002,B,CHEMBL897883,CHEMBL1149671,1979764,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL416127,COC(=O)Cc1cc(Br)c(O)c(-c2[nH]c3ccc(C(=N)N)cc3c2Cc2ccccc2)c1,COC(=O)Cc1cc(Br)c(O)c(-c2[nH]c3ccc(C(=N)N)cc3c2Cc2ccccc2)c1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL416127,COC(=O)Cc1cc(Br)c(O)c(-c2[nH]c3ccc(C(=N)N)cc3c2Cc2ccccc2)c1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,32,492.3730000000002,B,CHEMBL662836,CHEMBL1134132,1079893,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL44113,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2c[nH]cn2)cc1,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2c[nH]cn2)cc1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL44113,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2c[nH]cn2)cc1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,31,419.4850000000001,B,CHEMBL661586,CHEMBL1135155,1137144,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL201843,COc1cc(F)cc2[nH]c(Cc3nc4cc(C(=N)N)ccc4[nH]3)nc12,COc1cc(F)cc2[nH]c(Cc3nc4cc(C(=N)N)ccc4[nH]3)nc12,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL201843,COc1cc(F)cc2[nH]c(Cc3nc4cc(C(=N)N)ccc4[nH]3)nc12,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,25,338.34600000000006,B,CHEMBL862208,CHEMBL1138120,1682304,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL5204462,COc1ccc(-c2cccc(S(=O)(=O)N[C@@H](Cc3cccc(C(=N)N)c3)C(=O)N3CCC(NC(=O)NC(C)C)CC3)c2)c(OC)c1,COc1ccc(-c2cccc(S(=O)(=O)N[C@@H](Cc3cccc(C(=N)N)c3)C(=O)N3CCC(NC(=O)NC(C)C)CC3)c2)c(OC)c1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL5204462,COc1ccc(-c2cccc(S(=O)(=O)N[C@@H](Cc3cccc(C(=N)N)c3)C(=O)N3CCC(NC(=O)NC(C)C)CC3)c2)c(OC)c1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,46,650.802,B,CHEMBL5116078,CHEMBL5113419,24732740,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL212279,COc1ccc(-n2nc(C#N)c3[nH]c(=O)n(-c4ccc(-c5ccccc5S(C)(=O)=O)cc4F)c(=O)c32)cc1,COc1ccc(-n2nc(C#N)c3[nH]c(=O)n(-c4ccc(-c5ccccc5S(C)(=O)=O)cc4F)c(=O)c32)cc1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL212279,COc1ccc(-n2nc(C#N)c3[nH]c(=O)n(-c4ccc(-c5ccccc5S(C)(=O)=O)cc4F)c(=O)c32)cc1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,38,531.5250000000003,B,CHEMBL863573,CHEMBL1138952,1741694,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
CHEMBL460681,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C(=O)Nc5nnn[nH]5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C(=O)Nc5nnn[nH]5)CC4)cc2)CC3)cc1,pKi,8.522878745280337,8.522878745280337,1,0.0,False,1,CHEMBL460681,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C(=O)Nc5nnn[nH]5)CC4)cc2)CC3)cc1,8.522878745280337,0.0,8.522878745280337,8.522878745280337,1,1,1,1,3.0,3.0,3.0,39,538.4900000000002,B,CHEMBL946423,CHEMBL1157522,2447242,8.522878745280337,0.0,8.522878745280337,8.522878745280337,0.0,False,1,single_structure
