molecule_chembl_id,smiles,canonical_smiles_rdkit,endpoint,target_pKi,target_value,n_activity_records,p_endpoint_range,high_replicate_spread,n_molecule_chembl_ids_collapsed,collapsed_molecule_chembl_ids,canonical_smiles,p_endpoint_mean,p_endpoint_std,p_endpoint_min,p_endpoint_max,n_unique_assays,n_unique_documents,n_unique_original_smiles,n_unique_rdkit_smiles,median_standard_value_nM,min_standard_value_nM,max_standard_value_nM,heavy_atom_count,mol_wt_rdkit,assay_type_set,assay_chembl_ids,document_chembl_ids,activity_ids,structure_level_target_mean,structure_level_target_std,structure_level_target_min,structure_level_target_max,structure_level_target_range,high_duplicate_smiles_spread,collapsed_activity_record_count,structure_dedup_note
CHEMBL346857,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)c1,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)c1,pKi,12.0,12.0,1,0.0,False,1,CHEMBL346857,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)c1,12.0,0.0,12.0,12.0,1,1,1,1,0.001,0.001,0.001,37,530.4920000000001,B,CHEMBL662444,CHEMBL1134648,229682,12.0,0.0,12.0,12.0,0.0,False,1,single_structure
CHEMBL387857,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCC2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCC2)c1Cl,pKi,11.397940008672037,11.397940008672037,1,0.0,False,1,CHEMBL387857,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCC2)c1Cl,11.397940008672037,0.0,11.397940008672037,11.397940008672037,1,1,1,1,0.004,0.004,0.004,36,566.8980000000003,B,CHEMBL889317,CHEMBL1145379,1901382,11.397940008672037,0.0,11.397940008672037,11.397940008672037,0.0,False,1,single_structure
CHEMBL226776,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2C=NCC2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2C=NCC2)c1Cl,pKi,11.397940008672037,11.397940008672037,1,0.0,False,1,CHEMBL226776,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2C=NCC2)c1Cl,11.397940008672037,0.0,11.397940008672037,11.397940008672037,1,1,1,1,0.004,0.004,0.004,34,538.8440000000003,B,CHEMBL889317,CHEMBL1145379,1901375,11.397940008672037,0.0,11.397940008672037,11.397940008672037,0.0,False,1,single_structure
CHEMBL226775,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN=C2SC)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN=C2SC)c1Cl,pKi,11.397940008672037,11.397940008672037,1,0.0,False,1,CHEMBL226775,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN=C2SC)c1Cl,11.397940008672037,0.0,11.397940008672037,11.397940008672037,1,1,1,1,0.004,0.004,0.004,36,584.9380000000002,B,CHEMBL889317,CHEMBL1145379,1901377,11.397940008672037,0.0,11.397940008672037,11.397940008672037,0.0,False,1,single_structure
CHEMBL2448441,CC1(C)C2CC1[C@]1(C)OB(C(CCC/C(S)=N/N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)NC(=O)OCc3ccccc3)O[C@@H]1C2,CC1(C)C2CC1[C@]1(C)OB(C(CCC/C(S)=N/N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)NC(=O)OCc3ccccc3)O[C@@H]1C2,pKi,11.3767507096021,11.3767507096021,1,0.0,False,1,CHEMBL2448441,Br.CC1(C)C2CC1[C@]1(C)OB(C(CCC/C(S)=N/N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)NC(=O)OCc3ccccc3)O[C@@H]1C2,11.3767507096021,0.0,11.3767507096021,11.3767507096021,1,1,1,1,0.0042,0.0042,0.0042,50,703.7150000000003,B,CHEMBL657715,CHEMBL1128727,482697,11.3767507096021,0.0,11.3767507096021,11.3767507096021,0.0,False,1,single_structure
CHEMBL427421,CNc1nccn1Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,CNc1nccn1Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,pKi,11.301029995663981,11.301029995663981,2,0.0,False,1,CHEMBL427421,CNc1nccn1Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,11.301029995663981,0.0,11.301029995663981,11.301029995663981,2,2,1,1,0.005,0.005,0.005,36,565.87,B,CHEMBL1273257;CHEMBL889317,CHEMBL1145379;CHEMBL1268866,1901369;3515023,11.301029995663981,0.0,11.301029995663981,11.301029995663981,0.0,False,2,single_structure
CHEMBL226879,CCNc1nccn1Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,CCNc1nccn1Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,pKi,11.301029995663981,11.301029995663981,1,0.0,False,1,CHEMBL226879,CCNc1nccn1Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,11.301029995663981,0.0,11.301029995663981,11.301029995663981,1,1,1,1,0.005,0.005,0.005,37,579.897,B,CHEMBL889317,CHEMBL1145379,1901368,11.301029995663981,0.0,11.301029995663981,11.301029995663981,0.0,False,1,single_structure
CHEMBL260160,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1F,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1F,pKi,11.301029995663981,11.301029995663981,1,0.0,False,1,CHEMBL260160,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1F,11.301029995663981,0.0,11.301029995663981,11.301029995663981,1,1,1,1,0.005,0.005,0.005,36,527.3390000000003,B,CHEMBL930381,CHEMBL1145623,2166705,11.301029995663981,0.0,11.301029995663981,11.301029995663981,0.0,False,1,single_structure
CHEMBL347307,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)n(-c2cccc(C(=N)N)c2)n1,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)n(-c2cccc(C(=N)N)c2)n1,pKi,11.301029995663981,11.301029995663981,1,0.0,False,1,CHEMBL347307,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)n(-c2cccc(C(=N)N)c2)n1,11.301029995663981,0.0,11.301029995663981,11.301029995663981,1,1,1,1,0.005,0.005,0.005,35,492.53600000000023,B,CHEMBL662444,CHEMBL1134648,259233,11.301029995663981,0.0,11.301029995663981,11.301029995663981,0.0,False,1,single_structure
CHEMBL390969,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(Cn2ccnc2N)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(Cn2ccnc2N)c1Cl,pKi,11.221848749616356,11.221848749616356,1,0.0,False,1,CHEMBL390969,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(Cn2ccnc2N)c1Cl,11.221848749616356,0.0,11.221848749616356,11.221848749616356,1,1,1,1,0.006,0.006,0.006,35,551.8430000000002,B,CHEMBL889317,CHEMBL1145379,1901370,11.221848749616356,0.0,11.221848749616356,11.221848749616356,0.0,False,1,single_structure
CHEMBL173994,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCO2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCO2)c1Cl,pKi,11.154901959985743,11.154901959985743,1,0.0,False,1,CHEMBL173994,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCO2)c1Cl,11.154901959985743,0.0,11.154901959985743,11.154901959985743,1,1,1,1,0.007,0.007,0.007,36,568.8700000000002,B,CHEMBL889317,CHEMBL1145379,1901393,11.154901959985743,0.0,11.154901959985743,11.154901959985743,0.0,False,1,single_structure
CHEMBL154322,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)n(-c2cccc(C(=N)N)c2)n1,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)n(-c2cccc(C(=N)N)c2)n1,pKi,11.154901959985743,11.154901959985743,1,0.0,False,1,CHEMBL154322,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)n(-c2cccc(C(=N)N)c2)n1,11.154901959985743,0.0,11.154901959985743,11.154901959985743,1,1,1,1,0.007,0.007,0.007,34,475.5340000000002,B,CHEMBL662444,CHEMBL1134648,244205,11.154901959985743,0.0,11.154901959985743,11.154901959985743,0.0,False,1,single_structure
CHEMBL387656,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(Cn2ccnc2NC(C)C)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(Cn2ccnc2NC(C)C)c1Cl,pKi,11.096910013008056,11.096910013008056,1,0.0,False,1,CHEMBL387656,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(Cn2ccnc2NC(C)C)c1Cl,11.096910013008056,0.0,11.096910013008056,11.096910013008056,1,1,1,1,0.008,0.008,0.008,38,593.9240000000001,B,CHEMBL889317,CHEMBL1145379,1901367,11.096910013008056,0.0,11.096910013008056,11.096910013008056,0.0,False,1,single_structure
CHEMBL154238,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(C(=N)N)c2)cc1,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(C(=N)N)c2)cc1,pKi,11.096910013008056,11.096910013008056,1,0.0,False,1,CHEMBL154238,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(C(=N)N)c2)cc1,11.096910013008056,0.0,11.096910013008056,11.096910013008056,1,1,1,1,0.008,0.008,0.008,37,527.5280000000002,B,CHEMBL662444,CHEMBL1134648,227276,11.096910013008056,0.0,11.096910013008056,11.096910013008056,0.0,False,1,single_structure
CHEMBL440733,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,pKi,11.096910013008056,11.096910013008056,1,0.0,False,1,CHEMBL440733,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,11.096910013008056,0.0,11.096910013008056,11.096910013008056,1,1,1,1,0.008,0.008,0.008,34,473.5580000000002,B,CHEMBL662444,CHEMBL1134648,260483,11.096910013008056,0.0,11.096910013008056,11.096910013008056,0.0,False,1,single_structure
CHEMBL359132,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Cl)n(-c2cccc(C(=N)N)c2)n1,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Cl)n(-c2cccc(C(=N)N)c2)n1,pKi,11.045757490560675,11.045757490560675,1,0.0,False,1,CHEMBL359132,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Cl)n(-c2cccc(C(=N)N)c2)n1,11.045757490560675,0.0,11.045757490560675,11.045757490560675,1,1,1,1,0.009,0.009,0.009,35,508.99100000000027,B,CHEMBL662444,CHEMBL1134648,225916,11.045757490560675,0.0,11.045757490560675,11.045757490560675,0.0,False,1,single_structure
CHEMBL346686,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)c1,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)c1,pKi,11.045757490560675,11.045757490560675,1,0.0,False,1,CHEMBL346686,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)c1,11.045757490560675,0.0,11.045757490560675,11.045757490560675,1,1,1,1,0.009,0.009,0.009,37,529.5040000000001,B,CHEMBL662444,CHEMBL1134648,245579,11.045757490560675,0.0,11.045757490560675,11.045757490560675,0.0,False,1,single_structure
CHEMBL152859,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Br)n(-c2cccc(C(=N)N)c2)n1,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Br)n(-c2cccc(C(=N)N)c2)n1,pKi,11.0,11.0,1,0.0,False,1,CHEMBL152859,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Br)n(-c2cccc(C(=N)N)c2)n1,11.0,0.0,11.0,11.0,1,1,1,1,0.01,0.01,0.01,35,553.4420000000001,B,CHEMBL662444,CHEMBL1134648,238757,11.0,0.0,11.0,11.0,0.0,False,1,single_structure
CHEMBL226564,CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NCCO1,CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NCCO1,pKi,10.920818753952375,10.920818753952375,1,0.0,False,1,CHEMBL226564,CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NCCO1,10.920818753952375,0.0,10.920818753952375,10.920818753952375,1,1,1,1,0.012,0.012,0.012,37,582.8969999999999,B,CHEMBL889317,CHEMBL1145379,1901392,10.920818753952375,0.0,10.920818753952375,10.920818753952375,0.0,False,1,single_structure
CHEMBL387856,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCCO2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCCO2)c1Cl,pKi,10.920818753952375,10.920818753952375,1,0.0,False,1,CHEMBL387856,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCCCO2)c1Cl,10.920818753952375,0.0,10.920818753952375,10.920818753952375,1,1,1,1,0.012,0.012,0.012,37,582.8970000000003,B,CHEMBL889317,CHEMBL1145379,1901386,10.920818753952375,0.0,10.920818753952375,10.920818753952375,0.0,False,1,single_structure
CHEMBL174330,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-c2ccccc2N2CCC(C(=O)O)CC2)cc1,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-c2ccccc2N2CCC(C(=O)O)CC2)cc1,pKi,10.920818753952375,10.920818753952375,1,0.0,False,1,CHEMBL174330,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(-c2ccccc2N2CCC(C(=O)O)CC2)cc1,10.920818753952375,0.0,10.920818753952375,10.920818753952375,1,1,1,1,0.012,0.012,0.012,41,589.4790000000002,B,CHEMBL661985,CHEMBL1147577,83038,10.920818753952375,0.0,10.920818753952375,10.920818753952375,0.0,False,1,single_structure
CHEMBL37251,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,pKi,10.886056647693163,10.886056647693163,7,0.11394335230683694,False,2,CHEMBL152854;CHEMBL37251,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,10.902334269451284,0.04306653910755834,10.886056647693163,11.0,7,7,1,1,0.013,0.01,0.013,34,474.5460000000002,B,CHEMBL1273257;CHEMBL4196321;CHEMBL660835;CHEMBL661220;CHEMBL661801;CHEMBL827136;CHEMBL875001,CHEMBL1135946;CHEMBL1136021;CHEMBL1137915;CHEMBL1145122;CHEMBL1145914;CHEMBL1268866;CHEMBL4196003,1187244;1457240;18535289;297345;3519199;516646;725078,10.886056647693163,0.0,10.886056647693163,10.886056647693163,0.0,False,9,collapsed_duplicate_canonical_smiles
CHEMBL270221,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,pKi,10.886056647693163,10.886056647693163,1,0.0,False,1,CHEMBL270221,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,10.886056647693163,0.0,10.886056647693163,10.886056647693163,1,1,1,1,0.013,0.013,0.013,45,675.208,B,CHEMBL933439,CHEMBL1143881,2121475,10.886056647693163,0.0,10.886056647693163,10.886056647693163,0.0,False,1,single_structure
CHEMBL402980,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1,pKi,10.886056647693163,10.886056647693163,1,0.0,False,1,CHEMBL402980,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1ccc(-n2ccccc2=O)cc1,10.886056647693163,0.0,10.886056647693163,10.886056647693163,1,1,1,1,0.013,0.013,0.013,35,509.3490000000002,B,CHEMBL930381,CHEMBL1145623,2166715,10.886056647693163,0.0,10.886056647693163,10.886056647693163,0.0,False,1,single_structure
CHEMBL352039,N=C(N)NCCC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)c1nccs1,N=C(N)NCCC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)c1nccs1,pKi,10.886056647693163,10.886056647693163,1,0.0,False,1,CHEMBL352039,N=C(N)NCCC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)c1nccs1,10.886056647693163,0.0,10.886056647693163,10.886056647693163,1,1,1,1,0.013,0.013,0.013,41,608.7510000000002,B,CHEMBL662880,CHEMBL1136598,954708,10.886056647693163,0.0,10.886056647693163,10.886056647693163,0.0,False,1,single_structure
CHEMBL414002,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,pKi,10.853871964321762,10.853871964321762,1,0.0,False,1,CHEMBL414002,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,10.853871964321762,0.0,10.853871964321762,10.853871964321762,1,1,1,1,0.014,0.014,0.014,41,608.7510000000001,B,CHEMBL948931,CHEMBL1143211,2091323,10.853871964321762,0.0,10.853871964321762,10.853871964321762,0.0,False,1,single_structure
CHEMBL347846,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,pKi,10.823908740944319,10.823908740944319,1,0.0,False,1,CHEMBL347846,N=C(N)c1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,10.823908740944319,0.0,10.823908740944319,10.823908740944319,1,1,1,1,0.015,0.015,0.015,37,528.5160000000002,B,CHEMBL662444,CHEMBL1134648,261916,10.823908740944319,0.0,10.823908740944319,10.823908740944319,0.0,False,1,single_structure
CHEMBL401958,CN(C)CCN(C)C(=O)CN([C@H]1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,CN(C)CCN(C)C(=O)CN([C@H]1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,pKi,10.795880017344075,10.795880017344075,1,0.0,False,1,CHEMBL401958,CN(C)CCN(C)C(=O)CN([C@H]1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,10.795880017344075,0.0,10.795880017344075,10.795880017344075,1,1,1,1,0.016,0.016,0.016,46,668.191,B,CHEMBL933439,CHEMBL1143881,2121477,10.795880017344075,0.0,10.795880017344075,10.795880017344075,0.0,False,1,single_structure
CHEMBL441880,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)CCN2CCCC2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)CCN2CCCC2)c1Cl,pKi,10.721246399047171,10.721246399047171,1,0.0,False,1,CHEMBL441880,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)CCN2CCCC2)c1Cl,10.721246399047171,0.0,10.721246399047171,10.721246399047171,1,1,1,1,0.019,0.019,0.019,38,596.9680000000001,B,CHEMBL889317,CHEMBL1145379,1901399,10.721246399047171,0.0,10.721246399047171,10.721246399047171,0.0,False,1,single_structure
CHEMBL226931,CCNC(=O)N(C)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,CCNC(=O)N(C)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,pKi,10.698970004336019,10.698970004336019,1,0.0,False,1,CHEMBL226931,CCNC(=O)N(C)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,10.698970004336019,0.0,10.698970004336019,10.698970004336019,1,1,1,1,0.02,0.02,0.02,36,570.8860000000001,B,CHEMBL889317,CHEMBL1145379,1901578,10.698970004336019,0.0,10.698970004336019,10.698970004336019,0.0,False,1,single_structure
CHEMBL256451,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,pKi,10.698970004336019,10.698970004336019,1,0.0,False,1,CHEMBL256451,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,10.698970004336019,0.0,10.698970004336019,10.698970004336019,1,1,1,1,0.02,0.02,0.02,46,668.191,B,CHEMBL933439,CHEMBL1143881,2121478,10.698970004336019,0.0,10.698970004336019,10.698970004336019,0.0,False,1,single_structure
CHEMBL389210,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)c2ncc[nH]2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)c2ncc[nH]2)c1Cl,pKi,10.698970004336019,10.698970004336019,1,0.0,False,1,CHEMBL389210,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)c2ncc[nH]2)c1Cl,10.698970004336019,0.0,10.698970004336019,10.698970004336019,1,1,1,1,0.02,0.02,0.02,36,565.8700000000002,B,CHEMBL889317,CHEMBL1145379,1901366,10.698970004336019,0.0,10.698970004336019,10.698970004336019,0.0,False,1,single_structure
CHEMBL456064,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CCN(C)C)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CCN(C)C)CC4)cc2)CC3)cc1,pKi,10.698970004336019,10.698970004336019,1,0.0,False,1,CHEMBL456064,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CCN(C)C)CC4)cc2)CC3)cc1,10.698970004336019,0.0,10.698970004336019,10.698970004336019,1,1,1,1,0.02,0.02,0.02,36,498.5490000000004,B,CHEMBL1010168,CHEMBL1154516,2619887,10.698970004336019,0.0,10.698970004336019,10.698970004336019,0.0,False,1,single_structure
CHEMBL540198,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CCN5CCCC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CCN5CCCC5)CC4)cc2)CC3)cc1,pKi,10.698970004336019,10.698970004336019,1,0.0,False,1,CHEMBL540198,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CCN5CCCC5)CC4)cc2)CC3)cc1,10.698970004336019,0.0,10.698970004336019,10.698970004336019,1,1,1,1,0.02,0.02,0.02,38,524.5870000000006,B,CHEMBL1010168,CHEMBL1154516,2619888,10.698970004336019,0.0,10.698970004336019,10.698970004336019,0.0,False,1,single_structure
CHEMBL380431,C[N+]1(Cc2ccccc2-c2ccc(NC(=O)c3cc(C(F)(F)F)nn3-c3ccc4onc(N)c4c3)c(F)c2)CCOCC1,C[N+]1(Cc2ccccc2-c2ccc(NC(=O)c3cc(C(F)(F)F)nn3-c3ccc4onc(N)c4c3)c(F)c2)CCOCC1,pKi,10.698970004336019,10.698970004336019,1,0.0,False,1,CHEMBL380431,C[N+]1(Cc2ccccc2-c2ccc(NC(=O)c3cc(C(F)(F)F)nn3-c3ccc4onc(N)c4c3)c(F)c2)CCOCC1.[Br-],10.698970004336019,0.0,10.698970004336019,10.698970004336019,1,1,1,1,0.02,0.02,0.02,43,595.5769999999999,B,CHEMBL859919,CHEMBL1146127,1703613,10.698970004336019,0.0,10.698970004336019,10.698970004336019,0.0,False,1,single_structure
